Step,Sequence,Sum,Choices
33724,"[ 1 -10 0 120 -210 252 0 -120 45 10 1 ]",89,"+ - 0 + - + 0 - + + + "
34372,"[ 1 -10 0 120 0 252 -210 -120 45 10 1 ]",89,"+ - 0 + 0 + - - + + + "
35137,"[ 1 -10 0 -120 210 252 -210 0 -45 10 1 ]",89,"+ - 0 - + + - 0 - + + "
35785,"[ 1 -10 0 -120 -210 252 210 0 -45 10 1 ]",89,"+ - 0 - - + + 0 - + + "
35884,"[ 1 -10 0 -120 -210 252 0 120 45 10 1 ]",89,"+ - 0 - - + 0 + + + + "
36532,"[ 1 -10 0 -120 0 252 -210 120 45 10 1 ]",89,"+ - 0 - 0 + - + + + + "
36676,"[ 1 -10 0 -120 0 252 0 0 -45 10 1 ]",89,"+ - 0 - 0 + 0 0 - + + "
37297,"[ 1 -10 0 0 210 252 -210 -120 -45 10 1 ]",89,"+ - 0 0 + + - - - + + "
37945,"[ 1 -10 0 0 -210 252 210 -120 -45 10 1 ]",89,"+ - 0 0 - + + - - + + "
38125,"[ 1 -10 0 0 -210 252 0 0 45 10 1 ]",89,"+ - 0 0 - + 0 0 + + + "
38773,"[ 1 -10 0 0 0 252 -210 0 45 10 1 ]",89,"+ - 0 0 0 + - 0 + + + "
38836,"[ 1 -10 0 0 0 252 0 -120 -45 10 1 ]",89,"+ - 0 0 0 + 0 - - + + "
39693,"[ 1 0 45 120 210 -252 -210 120 45 10 0 ]",89,"+ 0 + + + - - + + + 0 "
39837,"[ 1 0 45 120 210 -252 0 0 -45 10 0 ]",89,"+ 0 + + + - 0 0 - + 0 "
40309,"[ 1 0 45 120 -210 252 0 -120 0 0 1 ]",89,"+ 0 + + - + 0 - 0 0 + "
40341,"[ 1 0 45 120 -210 -252 210 120 45 10 0 ]",89,"+ 0 + + - - + + + + 0 "
40957,"[ 1 0 45 120 0 252 -210 -120 0 0 1 ]",89,"+ 0 + + 0 + - - 0 0 + "
41133,"[ 1 0 45 120 0 -252 210 0 -45 10 0 ]",89,"+ 0 + + 0 - + 0 - + 0 "
41232,"[ 1 0 45 120 0 -252 0 120 45 10 0 ]",89,"+ 0 + + 0 - 0 + + + 0 "
42469,"[ 1 0 45 -120 -210 252 0 120 0 0 1 ]",89,"+ 0 + - - + 0 + 0 0 + "
43117,"[ 1 0 45 -120 0 252 -210 120 0 0 1 ]",89,"+ 0 + - 0 + - + 0 0 + "
44157,"[ 1 0 45 0 210 -252 0 120 -45 10 0 ]",89,"+ 0 + 0 + - 0 + - + 0 "
44710,"[ 1 0 45 0 -210 252 0 0 0 0 1 ]",89,"+ 0 + 0 - + 0 0 0 0 + "
45358,"[ 1 0 45 0 0 252 -210 0 0 0 1 ]",89,"+ 0 + 0 0 + - 0 0 0 + "
45453,"[ 1 0 45 0 0 -252 210 120 -45 10 0 ]",89,"+ 0 + 0 0 - + + - + 0 "
46209,"[ 1 0 -45 120 210 -252 210 -120 -45 10 0 ]",89,"+ 0 - + + - + - - + 0 "
46389,"[ 1 0 -45 120 210 -252 0 0 45 10 0 ]",89,"+ 0 - + + - 0 0 + + 0 "
47685,"[ 1 0 -45 120 0 -252 210 0 45 10 0 ]",89,"+ 0 - + 0 - + 0 + + 0 "
48274,"[ 1 0 -45 -120 210 252 -210 0 0 0 1 ]",89,"+ 0 - - + + - 0 0 0 + "
48369,"[ 1 0 -45 -120 210 -252 210 120 -45 10 0 ]",89,"+ 0 - - + - + + - + 0 "
48922,"[ 1 0 -45 -120 -210 252 210 0 0 0 1 ]",89,"+ 0 - - - + + 0 0 0 + "
49813,"[ 1 0 -45 -120 0 252 0 0 0 0 1 ]",89,"+ 0 - - 0 + 0 0 0 0 + "
50434,"[ 1 0 -45 0 210 252 -210 -120 0 0 1 ]",89,"+ 0 - 0 + + - - 0 0 + "
50610,"[ 1 0 -45 0 210 -252 210 0 -45 10 0 ]",89,"+ 0 - 0 + - + 0 - + 0 "
50709,"[ 1 0 -45 0 210 -252 0 120 45 10 0 ]",89,"+ 0 - 0 + - 0 + + + 0 "
51082,"[ 1 0 -45 0 -210 252 210 -120 0 0 1 ]",89,"+ 0 - 0 - + + - 0 0 + "
51973,"[ 1 0 -45 0 0 252 0 -120 0 0 1 ]",89,"+ 0 - 0 0 + 0 - 0 0 + "
52005,"[ 1 0 -45 0 0 -252 210 120 45 10 0 ]",89,"+ 0 - 0 0 - + + + + 0 "
52968,"[ 1 0 0 120 210 -252 0 0 0 10 0 ]",89,"+ 0 0 + + - 0 0 0 + 0 "
53413,"[ 1 0 0 120 -210 252 0 -120 45 0 1 ]",89,"+ 0 0 + - + 0 - + 0 + "
54061,"[ 1 0 0 120 0 252 -210 -120 45 0 1 ]",89,"+ 0 0 + 0 + - - + 0 + "
54264,"[ 1 0 0 120 0 -252 210 0 0 10 0 ]",89,"+ 0 0 + 0 - + 0 0 + 0 "
54826,"[ 1 0 0 -120 210 252 -210 0 -45 0 1 ]",89,"+ 0 0 - + + - 0 - 0 + "
55474,"[ 1 0 0 -120 -210 252 210 0 -45 0 1 ]",89,"+ 0 0 - - + + 0 - 0 + "
55573,"[ 1 0 0 -120 -210 252 0 120 45 0 1 ]",89,"+ 0 0 - - + 0 + + 0 + "
56221,"[ 1 0 0 -120 0 252 -210 120 45 0 1 ]",89,"+ 0 0 - 0 + - + + 0 + "
56365,"[ 1 0 0 -120 0 252 0 0 -45 0 1 ]",89,"+ 0 0 - 0 + 0 0 - 0 + "
56986,"[ 1 0 0 0 210 252 -210 -120 -45 0 1 ]",89,"+ 0 0 0 + + - - - 0 + "
57288,"[ 1 0 0 0 210 -252 0 120 0 10 0 ]",89,"+ 0 0 0 + - 0 + 0 + 0 "
57634,"[ 1 0 0 0 -210 252 210 -120 -45 0 1 ]",89,"+ 0 0 0 - + + - - 0 + "
57814,"[ 1 0 0 0 -210 252 0 0 45 0 1 ]",89,"+ 0 0 0 - + 0 0 + 0 + "
58462,"[ 1 0 0 0 0 252 -210 0 45 0 1 ]",89,"+ 0 0 0 0 + - 0 + 0 + "
58525,"[ 1 0 0 0 0 252 0 -120 -45 0 1 ]",89,"+ 0 0 0 0 + 0 - - 0 + "
58584,"[ 1 0 0 0 0 -252 210 120 0 10 0 ]",89,"+ 0 0 0 0 - + + 0 + 0 "
59649,"[ -1 10 45 120 210 0 -210 -120 45 -10 0 ]",89,"- + + + + 0 - - + - 0 "
60297,"[ -1 10 45 120 -210 0 210 -120 45 -10 0 ]",89,"- + + + - 0 + - + - 0 "
61188,"[ -1 10 45 120 0 0 0 -120 45 -10 0 ]",89,"- + + + 0 0 0 - + - 0 "
61809,"[ -1 10 45 -120 210 0 -210 120 45 -10 0 ]",89,"- + + - + 0 - + + - 0 "
61953,"[ -1 10 45 -120 210 0 0 0 -45 -10 0 ]",89,"- + + - + 0 0 0 - - 0 "
62457,"[ -1 10 45 -120 -210 0 210 120 45 -10 0 ]",89,"- + + - - 0 + + + - 0 "
63249,"[ -1 10 45 -120 0 0 210 0 -45 -10 0 ]",89,"- + + - 0 0 + 0 - - 0 "
63348,"[ -1 10 45 -120 0 0 0 120 45 -10 0 ]",89,"- + + - 0 0 0 + + - 0 "
64050,"[ -1 10 45 0 210 0 -210 0 45 -10 0 ]",89,"- + + 0 + 0 - 0 + - 0 "
64113,"[ -1 10 45 0 210 0 0 -120 -45 -10 0 ]",89,"- + + 0 + 0 0 - - - 0 "
64698,"[ -1 10 45 0 -210 0 210 0 45 -10 0 ]",89,"- + + 0 - 0 + 0 + - 0 "
65409,"[ -1 10 45 0 0 0 210 -120 -45 -10 0 ]",89,"- + + 0 0 0 + - - - 0 "
65589,"[ -1 10 45 0 0 0 0 0 45 -10 0 ]",89,"- + + 0 0 0 0 0 + - 0 "
68325,"[ -1 10 -45 -120 210 0 210 -120 -45 -10 0 ]",89,"- + - - + 0 + - - - 0 "
68505,"[ -1 10 -45 -120 210 0 0 0 45 -10 0 ]",89,"- + - - + 0 0 0 + - 0 "
69801,"[ -1 10 -45 -120 0 0 210 0 45 -10 0 ]",89,"- + - - 0 0 + 0 + - 0 "
70665,"[ -1 10 -45 0 210 0 0 -120 45 -10 0 ]",89,"- + - 0 + 0 0 - + - 0 "
71961,"[ -1 10 -45 0 0 0 210 -120 45 -10 0 ]",89,"- + - 0 0 0 + - + - 0 "
75084,"[ -1 10 0 -120 210 0 0 0 0 -10 0 ]",89,"- + 0 - + 0 0 0 0 - 0 "
76380,"[ -1 10 0 -120 0 0 210 0 0 -10 0 ]",89,"- + 0 - 0 0 + 0 0 - 0 "
77244,"[ -1 10 0 0 210 0 0 -120 0 -10 0 ]",89,"- + 0 0 + 0 0 - 0 - 0 "
78540,"[ -1 10 0 0 0 0 210 -120 0 -10 0 ]",89,"- + 0 0 0 0 + - 0 - 0 "
79329,"[ -1 -10 45 120 210 0 -210 -120 45 10 0 ]",89,"- - + + + 0 - - + + 0 "
79977,"[ -1 -10 45 120 -210 0 210 -120 45 10 0 ]",89,"- - + + - 0 + - + + 0 "
80868,"[ -1 -10 45 120 0 0 0 -120 45 10 0 ]",89,"- - + + 0 0 0 - + + 0 "
81489,"[ -1 -10 45 -120 210 0 -210 120 45 10 0 ]",89,"- - + - + 0 - + + + 0 "
81633,"[ -1 -10 45 -120 210 0 0 0 -45 10 0 ]",89,"- - + - + 0 0 0 - + 0 "
82137,"[ -1 -10 45 -120 -210 0 210 120 45 10 0 ]",89,"- - + - - 0 + + + + 0 "
82929,"[ -1 -10 45 -120 0 0 210 0 -45 10 0 ]",89,"- - + - 0 0 + 0 - + 0 "
83028,"[ -1 -10 45 -120 0 0 0 120 45 10 0 ]",89,"- - + - 0 0 0 + + + 0 "
83730,"[ -1 -10 45 0 210 0 -210 0 45 10 0 ]",89,"- - + 0 + 0 - 0 + + 0 "
83793,"[ -1 -10 45 0 210 0 0 -120 -45 10 0 ]",89,"- - + 0 + 0 0 - - + 0 "
84378,"[ -1 -10 45 0 -210 0 210 0 45 10 0 ]",89,"- - + 0 - 0 + 0 + + 0 "
85089,"[ -1 -10 45 0 0 0 210 -120 -45 10 0 ]",89,"- - + 0 0 0 + - - + 0 "
85269,"[ -1 -10 45 0 0 0 0 0 45 10 0 ]",89,"- - + 0 0 0 0 0 + + 0 "
88005,"[ -1 -10 -45 -120 210 0 210 -120 -45 10 0 ]",89,"- - - - + 0 + - - + 0 "
88185,"[ -1 -10 -45 -120 210 0 0 0 45 10 0 ]",89,"- - - - + 0 0 0 + + 0 "
89481,"[ -1 -10 -45 -120 0 0 210 0 45 10 0 ]",89,"- - - - 0 0 + 0 + + 0 "
90345,"[ -1 -10 -45 0 210 0 0 -120 45 10 0 ]",89,"- - - 0 + 0 0 - + + 0 "
91641,"[ -1 -10 -45 0 0 0 210 -120 45 10 0 ]",89,"- - - 0 0 0 + - + + 0 "
94764,"[ -1 -10 0 -120 210 0 0 0 0 10 0 ]",89,"- - 0 - + 0 0 0 0 + 0 "
96060,"[ -1 -10 0 -120 0 0 210 0 0 10 0 ]",89,"- - 0 - 0 0 + 0 0 + 0 "
96924,"[ -1 -10 0 0 210 0 0 -120 0 10 0 ]",89,"- - 0 0 + 0 0 - 0 + 0 "
98220,"[ -1 -10 0 0 0 0 210 -120 0 10 0 ]",89,"- - 0 0 0 0 + - 0 + 0 "
99018,"[ -1 0 45 120 210 0 -210 -120 45 0 0 ]",89,"- 0 + + + 0 - - + 0 0 "
99666,"[ -1 0 45 120 -210 0 210 -120 45 0 0 ]",89,"- 0 + + - 0 + - + 0 0 "
100557,"[ -1 0 45 120 0 0 0 -120 45 0 0 ]",89,"- 0 + + 0 0 0 - + 0 0 "
101178,"[ -1 0 45 -120 210 0 -210 120 45 0 0 ]",89,"- 0 + - + 0 - + + 0 0 "
101322,"[ -1 0 45 -120 210 0 0 0 -45 0 0 ]",89,"- 0 + - + 0 0 0 - 0 0 "
101826,"[ -1 0 45 -120 -210 0 210 120 45 0 0 ]",89,"- 0 + - - 0 + + + 0 0 "
102618,"[ -1 0 45 -120 0 0 210 0 -45 0 0 ]",89,"- 0 + - 0 0 + 0 - 0 0 "
102717,"[ -1 0 45 -120 0 0 0 120 45 0 0 ]",89,"- 0 + - 0 0 0 + + 0 0 "
103419,"[ -1 0 45 0 210 0 -210 0 45 0 0 ]",89,"- 0 + 0 + 0 - 0 + 0 0 "
103482,"[ -1 0 45 0 210 0 0 -120 -45 0 0 ]",89,"- 0 + 0 + 0 0 - - 0 0 "
104067,"[ -1 0 45 0 -210 0 210 0 45 0 0 ]",89,"- 0 + 0 - 0 + 0 + 0 0 "
104778,"[ -1 0 45 0 0 0 210 -120 -45 0 0 ]",89,"- 0 + 0 0 0 + - - 0 0 "
104958,"[ -1 0 45 0 0 0 0 0 45 0 0 ]",89,"- 0 + 0 0 0 0 0 + 0 0 "
107694,"[ -1 0 -45 -120 210 0 210 -120 -45 0 0 ]",89,"- 0 - - + 0 + - - 0 0 "
107874,"[ -1 0 -45 -120 210 0 0 0 45 0 0 ]",89,"- 0 - - + 0 0 0 + 0 0 "
109170,"[ -1 0 -45 -120 0 0 210 0 45 0 0 ]",89,"- 0 - - 0 0 + 0 + 0 0 "
110034,"[ -1 0 -45 0 210 0 0 -120 45 0 0 ]",89,"- 0 - 0 + 0 0 - + 0 0 "
111330,"[ -1 0 -45 0 0 0 210 -120 45 0 0 ]",89,"- 0 - 0 0 0 + - + 0 0 "
114453,"[ -1 0 0 -120 210 0 0 0 0 0 0 ]",89,"- 0 0 - + 0 0 0 0 0 0 "
115749,"[ -1 0 0 -120 0 0 210 0 0 0 0 ]",89,"- 0 0 - 0 0 + 0 0 0 0 "
116613,"[ -1 0 0 0 210 0 0 -120 0 0 0 ]",89,"- 0 0 0 + 0 0 - 0 0 0 "
117909,"[ -1 0 0 0 0 0 210 -120 0 0 0 ]",89,"- 0 0 0 0 0 + - 0 0 0 "
118429,"[ 0 10 45 120 210 -252 -210 120 45 0 1 ]",89,"0 + + + + - - + + 0 + "
118573,"[ 0 10 45 120 210 -252 0 0 -45 0 1 ]",89,"0 + + + + - 0 0 - 0 + "
118697,"[ 0 10 45 120 210 0 -210 -120 45 -10 -1 ]",89,"0 + + + + 0 - - + - - "
119077,"[ 0 10 45 120 -210 -252 210 120 45 0 1 ]",89,"0 + + + - - + + + 0 + "
119345,"[ 0 10 45 120 -210 0 210 -120 45 -10 -1 ]",89,"0 + + + - 0 + - + - - "
119869,"[ 0 10 45 120 0 -252 210 0 -45 0 1 ]",89,"0 + + + 0 - + 0 - 0 + "
119968,"[ 0 10 45 120 0 -252 0 120 45 0 1 ]",89,"0 + + + 0 - 0 + + 0 + "
120236,"[ 0 10 45 120 0 0 0 -120 45 -10 -1 ]",89,"0 + + + 0 0 0 - + - - "
120857,"[ 0 10 45 -120 210 0 -210 120 45 -10 -1 ]",89,"0 + + - + 0 - + + - - "
121001,"[ 0 10 45 -120 210 0 0 0 -45 -10 -1 ]",89,"0 + + - + 0 0 0 - - - "
121505,"[ 0 10 45 -120 -210 0 210 120 45 -10 -1 ]",89,"0 + + - - 0 + + + - - "
122297,"[ 0 10 45 -120 0 0 210 0 -45 -10 -1 ]",89,"0 + + - 0 0 + 0 - - - "
122396,"[ 0 10 45 -120 0 0 0 120 45 -10 -1 ]",89,"0 + + - 0 0 0 + + - - "
122893,"[ 0 10 45 0 210 -252 0 120 -45 0 1 ]",89,"0 + + 0 + - 0 + - 0 + "
123098,"[ 0 10 45 0 210 0 -210 0 45 -10 -1 ]",89,"0 + + 0 + 0 - 0 + - - "
123161,"[ 0 10 45 0 210 0 0 -120 -45 -10 -1 ]",89,"0 + + 0 + 0 0 - - - - "
123746,"[ 0 10 45 0 -210 0 210 0 45 -10 -1 ]",89,"0 + + 0 - 0 + 0 + - - "
124189,"[ 0 10 45 0 0 -252 210 120 -45 0 1 ]",89,"0 + + 0 0 - + + - 0 + "
124457,"[ 0 10 45 0 0 0 210 -120 -45 -10 -1 ]",89,"0 + + 0 0 0 + - - - - "
124637,"[ 0 10 45 0 0 0 0 0 45 -10 -1 ]",89,"0 + + 0 0 0 0 0 + - - "
124945,"[ 0 10 -45 120 210 -252 210 -120 -45 0 1 ]",89,"0 + - + + - + - - 0 + "
125125,"[ 0 10 -45 120 210 -252 0 0 45 0 1 ]",89,"0 + - + + - 0 0 + 0 + "
126421,"[ 0 10 -45 120 0 -252 210 0 45 0 1 ]",89,"0 + - + 0 - + 0 + 0 + "
127105,"[ 0 10 -45 -120 210 -252 210 120 -45 0 1 ]",89,"0 + - - + - + + - 0 + "
127373,"[ 0 10 -45 -120 210 0 210 -120 -45 -10 -1 ]",89,"0 + - - + 0 + - - - - "
127553,"[ 0 10 -45 -120 210 0 0 0 45 -10 -1 ]",89,"0 + - - + 0 0 0 + - - "
128849,"[ 0 10 -45 -120 0 0 210 0 45 -10 -1 ]",89,"0 + - - 0 0 + 0 + - - "
129346,"[ 0 10 -45 0 210 -252 210 0 -45 0 1 ]",89,"0 + - 0 + - + 0 - 0 + "
129445,"[ 0 10 -45 0 210 -252 0 120 45 0 1 ]",89,"0 + - 0 + - 0 + + 0 + "
129713,"[ 0 10 -45 0 210 0 0 -120 45 -10 -1 ]",89,"0 + - 0 + 0 0 - + - - "
130741,"[ 0 10 -45 0 0 -252 210 120 45 0 1 ]",89,"0 + - 0 0 - + + + 0 + "
131009,"[ 0 10 -45 0 0 0 210 -120 45 -10 -1 ]",89,"0 + - 0 0 0 + - + - - "
131704,"[ 0 10 0 120 210 -252 0 0 0 0 1 ]",89,"0 + 0 + + - 0 0 0 0 + "
133000,"[ 0 10 0 120 0 -252 210 0 0 0 1 ]",89,"0 + 0 + 0 - + 0 0 0 + "
134132,"[ 0 10 0 -120 210 0 0 0 0 -10 -1 ]",89,"0 + 0 - + 0 0 0 0 - - "
135428,"[ 0 10 0 -120 0 0 210 0 0 -10 -1 ]",89,"0 + 0 - 0 0 + 0 0 - - "
136024,"[ 0 10 0 0 210 -252 0 120 0 0 1 ]",89,"0 + 0 0 + - 0 + 0 0 + "
136292,"[ 0 10 0 0 210 0 0 -120 0 -10 -1 ]",89,"0 + 0 0 + 0 0 - 0 - - "
137320,"[ 0 10 0 0 0 -252 210 120 0 0 1 ]",89,"0 + 0 0 0 - + + 0 0 + "
137588,"[ 0 10 0 0 0 0 210 -120 0 -10 -1 ]",89,"0 + 0 0 0 0 + - 0 - - "
138377,"[ 0 -10 45 120 210 0 -210 -120 45 10 -1 ]",89,"0 - + + + 0 - - + + - "
139025,"[ 0 -10 45 120 -210 0 210 -120 45 10 -1 ]",89,"0 - + + - 0 + - + + - "
139916,"[ 0 -10 45 120 0 0 0 -120 45 10 -1 ]",89,"0 - + + 0 0 0 - + + - "
140537,"[ 0 -10 45 -120 210 0 -210 120 45 10 -1 ]",89,"0 - + - + 0 - + + + - "
140681,"[ 0 -10 45 -120 210 0 0 0 -45 10 -1 ]",89,"0 - + - + 0 0 0 - + - "
141185,"[ 0 -10 45 -120 -210 0 210 120 45 10 -1 ]",89,"0 - + - - 0 + + + + - "
141977,"[ 0 -10 45 -120 0 0 210 0 -45 10 -1 ]",89,"0 - + - 0 0 + 0 - + - "
142076,"[ 0 -10 45 -120 0 0 0 120 45 10 -1 ]",89,"0 - + - 0 0 0 + + + - "
142778,"[ 0 -10 45 0 210 0 -210 0 45 10 -1 ]",89,"0 - + 0 + 0 - 0 + + - "
142841,"[ 0 -10 45 0 210 0 0 -120 -45 10 -1 ]",89,"0 - + 0 + 0 0 - - + - "
143426,"[ 0 -10 45 0 -210 0 210 0 45 10 -1 ]",89,"0 - + 0 - 0 + 0 + + - "
144137,"[ 0 -10 45 0 0 0 210 -120 -45 10 -1 ]",89,"0 - + 0 0 0 + - - + - "
144317,"[ 0 -10 45 0 0 0 0 0 45 10 -1 ]",89,"0 - + 0 0 0 0 0 + + - "
144760,"[ 0 -10 -45 120 210 -252 0 120 -45 -10 1 ]",89,"0 - - + + - 0 + - - + "
146056,"[ 0 -10 -45 120 0 -252 210 120 -45 -10 1 ]",89,"0 - - + 0 - + + - - + "
147053,"[ 0 -10 -45 -120 210 0 210 -120 -45 10 -1 ]",89,"0 - - - + 0 + - - + - "
147233,"[ 0 -10 -45 -120 210 0 0 0 45 10 -1 ]",89,"0 - - - + 0 0 0 + + - "
148529,"[ 0 -10 -45 -120 0 0 210 0 45 10 -1 ]",89,"0 - - - 0 0 + 0 + + - "
149393,"[ 0 -10 -45 0 210 0 0 -120 45 10 -1 ]",89,"0 - - 0 + 0 0 - + + - "
150689,"[ 0 -10 -45 0 0 0 210 -120 45 10 -1 ]",89,"0 - - 0 0 0 + - + + - "
153812,"[ 0 -10 0 -120 210 0 0 0 0 10 -1 ]",89,"0 - 0 - + 0 0 0 0 + - "
155108,"[ 0 -10 0 -120 0 0 210 0 0 10 -1 ]",89,"0 - 0 - 0 0 + 0 0 + - "
155972,"[ 0 -10 0 0 210 0 0 -120 0 10 -1 ]",89,"0 - 0 0 + 0 0 - 0 + - "
157268,"[ 0 -10 0 0 0 0 210 -120 0 10 -1 ]",89,"0 - 0 0 0 0 + - 0 + - "
157789,"[ 0 0 45 120 210 -252 -210 120 45 10 1 ]",89,"0 0 + + + - - + + + + "
157933,"[ 0 0 45 120 210 -252 0 0 -45 10 1 ]",89,"0 0 + + + - 0 0 - + + "
158066,"[ 0 0 45 120 210 0 -210 -120 45 0 -1 ]",89,"0 0 + + + 0 - - + 0 - "
