Step,Sequence,Sum,Choices
12663,"[ 0 0 -45 120 210 -252 0 0 45 10 1 ]",89,"0 0 - + + - 0 0 + + + "
12843,"[ 0 0 -45 120 210 -252 210 -120 -45 10 1 ]",89,"0 0 - + + - + - - + + "
13142,"[ 0 0 45 0 0 0 0 0 45 0 -1 ]",89,"0 0 + 0 0 0 0 0 + 0 - "
13322,"[ 0 0 45 0 0 0 210 -120 -45 0 -1 ]",89,"0 0 + 0 0 0 + - - 0 - "
13599,"[ 0 0 45 0 0 -252 210 120 -45 10 1 ]",89,"0 0 + 0 0 - + + - + + "
14033,"[ 0 0 45 0 -210 0 210 0 45 0 -1 ]",89,"0 0 + 0 - 0 + 0 + 0 - "
14618,"[ 0 0 45 0 210 0 0 -120 -45 0 -1 ]",89,"0 0 + 0 + 0 0 - - 0 - "
14681,"[ 0 0 45 0 210 0 -210 0 45 0 -1 ]",89,"0 0 + 0 + 0 - 0 + 0 - "
14895,"[ 0 0 45 0 210 -252 0 120 -45 10 1 ]",89,"0 0 + 0 + - 0 + - + + "
15383,"[ 0 0 45 -120 0 0 0 120 45 0 -1 ]",89,"0 0 + - 0 0 0 + + 0 - "
15482,"[ 0 0 45 -120 0 0 210 0 -45 0 -1 ]",89,"0 0 + - 0 0 + 0 - 0 - "
16274,"[ 0 0 45 -120 -210 0 210 120 45 0 -1 ]",89,"0 0 + - - 0 + + + 0 - "
16778,"[ 0 0 45 -120 210 0 0 0 -45 0 -1 ]",89,"0 0 + - + 0 0 0 - 0 - "
16922,"[ 0 0 45 -120 210 0 -210 120 45 0 -1 ]",89,"0 0 + - + 0 - + + 0 - "
17543,"[ 0 0 45 120 0 0 0 -120 45 0 -1 ]",89,"0 0 + + 0 0 0 - + 0 - "
17820,"[ 0 0 45 120 0 -252 0 120 45 10 1 ]",89,"0 0 + + 0 - 0 + + + + "
17919,"[ 0 0 45 120 0 -252 210 0 -45 10 1 ]",89,"0 0 + + 0 - + 0 - + + "
18434,"[ 0 0 45 120 -210 0 210 -120 45 0 -1 ]",89,"0 0 + + - 0 + - + 0 - "
18711,"[ 0 0 45 120 -210 -252 210 120 45 10 1 ]",89,"0 0 + + - - + + + + + "
19082,"[ 0 0 45 120 210 0 -210 -120 45 0 -1 ]",89,"0 0 + + + 0 - - + 0 - "
19215,"[ 0 0 45 120 210 -252 0 0 -45 10 1 ]",89,"0 0 + + + - 0 0 - + + "
19359,"[ 0 0 45 120 210 -252 -210 120 45 10 1 ]",89,"0 0 + + + - - + + + + "
19880,"[ 0 -10 0 0 0 0 210 -120 0 10 -1 ]",89,"0 - 0 0 0 0 + - 0 + - "
21176,"[ 0 -10 0 0 210 0 0 -120 0 10 -1 ]",89,"0 - 0 0 + 0 0 - 0 + - "
22040,"[ 0 -10 0 -120 0 0 210 0 0 10 -1 ]",89,"0 - 0 - 0 0 + 0 0 + - "
23336,"[ 0 -10 0 -120 210 0 0 0 0 10 -1 ]",89,"0 - 0 - + 0 0 0 0 + - "
26459,"[ 0 -10 -45 0 0 0 210 -120 45 10 -1 ]",89,"0 - - 0 0 0 + - + + - "
27755,"[ 0 -10 -45 0 210 0 0 -120 45 10 -1 ]",89,"0 - - 0 + 0 0 - + + - "
28619,"[ 0 -10 -45 -120 0 0 210 0 45 10 -1 ]",89,"0 - - - 0 0 + 0 + + - "
29915,"[ 0 -10 -45 -120 210 0 0 0 45 10 -1 ]",89,"0 - - - + 0 0 0 + + - "
30095,"[ 0 -10 -45 -120 210 0 210 -120 -45 10 -1 ]",89,"0 - - - + 0 + - - + - "
31092,"[ 0 -10 -45 120 0 -252 210 120 -45 -10 1 ]",89,"0 - - + 0 - + + - - + "
32388,"[ 0 -10 -45 120 210 -252 0 120 -45 -10 1 ]",89,"0 - - + + - 0 + - - + "
32831,"[ 0 -10 45 0 0 0 0 0 45 10 -1 ]",89,"0 - + 0 0 0 0 0 + + - "
33011,"[ 0 -10 45 0 0 0 210 -120 -45 10 -1 ]",89,"0 - + 0 0 0 + - - + - "
33722,"[ 0 -10 45 0 -210 0 210 0 45 10 -1 ]",89,"0 - + 0 - 0 + 0 + + - "
34307,"[ 0 -10 45 0 210 0 0 -120 -45 10 -1 ]",89,"0 - + 0 + 0 0 - - + - "
34370,"[ 0 -10 45 0 210 0 -210 0 45 10 -1 ]",89,"0 - + 0 + 0 - 0 + + - "
35072,"[ 0 -10 45 -120 0 0 0 120 45 10 -1 ]",89,"0 - + - 0 0 0 + + + - "
35171,"[ 0 -10 45 -120 0 0 210 0 -45 10 -1 ]",89,"0 - + - 0 0 + 0 - + - "
35963,"[ 0 -10 45 -120 -210 0 210 120 45 10 -1 ]",89,"0 - + - - 0 + + + + - "
36467,"[ 0 -10 45 -120 210 0 0 0 -45 10 -1 ]",89,"0 - + - + 0 0 0 - + - "
36611,"[ 0 -10 45 -120 210 0 -210 120 45 10 -1 ]",89,"0 - + - + 0 - + + + - "
37232,"[ 0 -10 45 120 0 0 0 -120 45 10 -1 ]",89,"0 - + + 0 0 0 - + + - "
38123,"[ 0 -10 45 120 -210 0 210 -120 45 10 -1 ]",89,"0 - + + - 0 + - + + - "
38771,"[ 0 -10 45 120 210 0 -210 -120 45 10 -1 ]",89,"0 - + + + 0 - - + + - "
39560,"[ 0 10 0 0 0 0 210 -120 0 -10 -1 ]",89,"0 + 0 0 0 0 + - 0 - - "
39828,"[ 0 10 0 0 0 -252 210 120 0 0 1 ]",89,"0 + 0 0 0 - + + 0 0 + "
40856,"[ 0 10 0 0 210 0 0 -120 0 -10 -1 ]",89,"0 + 0 0 + 0 0 - 0 - - "
41124,"[ 0 10 0 0 210 -252 0 120 0 0 1 ]",89,"0 + 0 0 + - 0 + 0 0 + "
41720,"[ 0 10 0 -120 0 0 210 0 0 -10 -1 ]",89,"0 + 0 - 0 0 + 0 0 - - "
43016,"[ 0 10 0 -120 210 0 0 0 0 -10 -1 ]",89,"0 + 0 - + 0 0 0 0 - - "
44148,"[ 0 10 0 120 0 -252 210 0 0 0 1 ]",89,"0 + 0 + 0 - + 0 0 0 + "
45444,"[ 0 10 0 120 210 -252 0 0 0 0 1 ]",89,"0 + 0 + + - 0 0 0 0 + "
46139,"[ 0 10 -45 0 0 0 210 -120 45 -10 -1 ]",89,"0 + - 0 0 0 + - + - - "
46407,"[ 0 10 -45 0 0 -252 210 120 45 0 1 ]",89,"0 + - 0 0 - + + + 0 + "
47435,"[ 0 10 -45 0 210 0 0 -120 45 -10 -1 ]",89,"0 + - 0 + 0 0 - + - - "
47703,"[ 0 10 -45 0 210 -252 0 120 45 0 1 ]",89,"0 + - 0 + - 0 + + 0 + "
47802,"[ 0 10 -45 0 210 -252 210 0 -45 0 1 ]",89,"0 + - 0 + - + 0 - 0 + "
48299,"[ 0 10 -45 -120 0 0 210 0 45 -10 -1 ]",89,"0 + - - 0 0 + 0 + - - "
49595,"[ 0 10 -45 -120 210 0 0 0 45 -10 -1 ]",89,"0 + - - + 0 0 0 + - - "
49775,"[ 0 10 -45 -120 210 0 210 -120 -45 -10 -1 ]",89,"0 + - - + 0 + - - - - "
50043,"[ 0 10 -45 -120 210 -252 210 120 -45 0 1 ]",89,"0 + - - + - + + - 0 + "
50727,"[ 0 10 -45 120 0 -252 210 0 45 0 1 ]",89,"0 + - + 0 - + 0 + 0 + "
52023,"[ 0 10 -45 120 210 -252 0 0 45 0 1 ]",89,"0 + - + + - 0 0 + 0 + "
52203,"[ 0 10 -45 120 210 -252 210 -120 -45 0 1 ]",89,"0 + - + + - + - - 0 + "
52511,"[ 0 10 45 0 0 0 0 0 45 -10 -1 ]",89,"0 + + 0 0 0 0 0 + - - "
52691,"[ 0 10 45 0 0 0 210 -120 -45 -10 -1 ]",89,"0 + + 0 0 0 + - - - - "
52959,"[ 0 10 45 0 0 -252 210 120 -45 0 1 ]",89,"0 + + 0 0 - + + - 0 + "
53402,"[ 0 10 45 0 -210 0 210 0 45 -10 -1 ]",89,"0 + + 0 - 0 + 0 + - - "
53987,"[ 0 10 45 0 210 0 0 -120 -45 -10 -1 ]",89,"0 + + 0 + 0 0 - - - - "
54050,"[ 0 10 45 0 210 0 -210 0 45 -10 -1 ]",89,"0 + + 0 + 0 - 0 + - - "
54255,"[ 0 10 45 0 210 -252 0 120 -45 0 1 ]",89,"0 + + 0 + - 0 + - 0 + "
54752,"[ 0 10 45 -120 0 0 0 120 45 -10 -1 ]",89,"0 + + - 0 0 0 + + - - "
54851,"[ 0 10 45 -120 0 0 210 0 -45 -10 -1 ]",89,"0 + + - 0 0 + 0 - - - "
55643,"[ 0 10 45 -120 -210 0 210 120 45 -10 -1 ]",89,"0 + + - - 0 + + + - - "
56147,"[ 0 10 45 -120 210 0 0 0 -45 -10 -1 ]",89,"0 + + - + 0 0 0 - - - "
56291,"[ 0 10 45 -120 210 0 -210 120 45 -10 -1 ]",89,"0 + + - + 0 - + + - - "
56912,"[ 0 10 45 120 0 0 0 -120 45 -10 -1 ]",89,"0 + + + 0 0 0 - + - - "
57180,"[ 0 10 45 120 0 -252 0 120 45 0 1 ]",89,"0 + + + 0 - 0 + + 0 + "
57279,"[ 0 10 45 120 0 -252 210 0 -45 0 1 ]",89,"0 + + + 0 - + 0 - 0 + "
57803,"[ 0 10 45 120 -210 0 210 -120 45 -10 -1 ]",89,"0 + + + - 0 + - + - - "
58071,"[ 0 10 45 120 -210 -252 210 120 45 0 1 ]",89,"0 + + + - - + + + 0 + "
58451,"[ 0 10 45 120 210 0 -210 -120 45 -10 -1 ]",89,"0 + + + + 0 - - + - - "
58575,"[ 0 10 45 120 210 -252 0 0 -45 0 1 ]",89,"0 + + + + - 0 0 - 0 + "
58719,"[ 0 10 45 120 210 -252 -210 120 45 0 1 ]",89,"0 + + + + - - + + 0 + "
59239,"[ -1 0 0 0 0 0 210 -120 0 0 0 ]",89,"- 0 0 0 0 0 + - 0 0 0 "
60535,"[ -1 0 0 0 210 0 0 -120 0 0 0 ]",89,"- 0 0 0 + 0 0 - 0 0 0 "
61399,"[ -1 0 0 -120 0 0 210 0 0 0 0 ]",89,"- 0 0 - 0 0 + 0 0 0 0 "
62695,"[ -1 0 0 -120 210 0 0 0 0 0 0 ]",89,"- 0 0 - + 0 0 0 0 0 0 "
65818,"[ -1 0 -45 0 0 0 210 -120 45 0 0 ]",89,"- 0 - 0 0 0 + - + 0 0 "
67114,"[ -1 0 -45 0 210 0 0 -120 45 0 0 ]",89,"- 0 - 0 + 0 0 - + 0 0 "
67978,"[ -1 0 -45 -120 0 0 210 0 45 0 0 ]",89,"- 0 - - 0 0 + 0 + 0 0 "
69274,"[ -1 0 -45 -120 210 0 0 0 45 0 0 ]",89,"- 0 - - + 0 0 0 + 0 0 "
69454,"[ -1 0 -45 -120 210 0 210 -120 -45 0 0 ]",89,"- 0 - - + 0 + - - 0 0 "
72190,"[ -1 0 45 0 0 0 0 0 45 0 0 ]",89,"- 0 + 0 0 0 0 0 + 0 0 "
72370,"[ -1 0 45 0 0 0 210 -120 -45 0 0 ]",89,"- 0 + 0 0 0 + - - 0 0 "
73081,"[ -1 0 45 0 -210 0 210 0 45 0 0 ]",89,"- 0 + 0 - 0 + 0 + 0 0 "
73666,"[ -1 0 45 0 210 0 0 -120 -45 0 0 ]",89,"- 0 + 0 + 0 0 - - 0 0 "
73729,"[ -1 0 45 0 210 0 -210 0 45 0 0 ]",89,"- 0 + 0 + 0 - 0 + 0 0 "
74431,"[ -1 0 45 -120 0 0 0 120 45 0 0 ]",89,"- 0 + - 0 0 0 + + 0 0 "
74530,"[ -1 0 45 -120 0 0 210 0 -45 0 0 ]",89,"- 0 + - 0 0 + 0 - 0 0 "
75322,"[ -1 0 45 -120 -210 0 210 120 45 0 0 ]",89,"- 0 + - - 0 + + + 0 0 "
75826,"[ -1 0 45 -120 210 0 0 0 -45 0 0 ]",89,"- 0 + - + 0 0 0 - 0 0 "
75970,"[ -1 0 45 -120 210 0 -210 120 45 0 0 ]",89,"- 0 + - + 0 - + + 0 0 "
76591,"[ -1 0 45 120 0 0 0 -120 45 0 0 ]",89,"- 0 + + 0 0 0 - + 0 0 "
77482,"[ -1 0 45 120 -210 0 210 -120 45 0 0 ]",89,"- 0 + + - 0 + - + 0 0 "
78130,"[ -1 0 45 120 210 0 -210 -120 45 0 0 ]",89,"- 0 + + + 0 - - + 0 0 "
78928,"[ -1 -10 0 0 0 0 210 -120 0 10 0 ]",89,"- - 0 0 0 0 + - 0 + 0 "
80224,"[ -1 -10 0 0 210 0 0 -120 0 10 0 ]",89,"- - 0 0 + 0 0 - 0 + 0 "
81088,"[ -1 -10 0 -120 0 0 210 0 0 10 0 ]",89,"- - 0 - 0 0 + 0 0 + 0 "
82384,"[ -1 -10 0 -120 210 0 0 0 0 10 0 ]",89,"- - 0 - + 0 0 0 0 + 0 "
85507,"[ -1 -10 -45 0 0 0 210 -120 45 10 0 ]",89,"- - - 0 0 0 + - + + 0 "
86803,"[ -1 -10 -45 0 210 0 0 -120 45 10 0 ]",89,"- - - 0 + 0 0 - + + 0 "
87667,"[ -1 -10 -45 -120 0 0 210 0 45 10 0 ]",89,"- - - - 0 0 + 0 + + 0 "
88963,"[ -1 -10 -45 -120 210 0 0 0 45 10 0 ]",89,"- - - - + 0 0 0 + + 0 "
89143,"[ -1 -10 -45 -120 210 0 210 -120 -45 10 0 ]",89,"- - - - + 0 + - - + 0 "
91879,"[ -1 -10 45 0 0 0 0 0 45 10 0 ]",89,"- - + 0 0 0 0 0 + + 0 "
92059,"[ -1 -10 45 0 0 0 210 -120 -45 10 0 ]",89,"- - + 0 0 0 + - - + 0 "
92770,"[ -1 -10 45 0 -210 0 210 0 45 10 0 ]",89,"- - + 0 - 0 + 0 + + 0 "
93355,"[ -1 -10 45 0 210 0 0 -120 -45 10 0 ]",89,"- - + 0 + 0 0 - - + 0 "
93418,"[ -1 -10 45 0 210 0 -210 0 45 10 0 ]",89,"- - + 0 + 0 - 0 + + 0 "
94120,"[ -1 -10 45 -120 0 0 0 120 45 10 0 ]",89,"- - + - 0 0 0 + + + 0 "
94219,"[ -1 -10 45 -120 0 0 210 0 -45 10 0 ]",89,"- - + - 0 0 + 0 - + 0 "
95011,"[ -1 -10 45 -120 -210 0 210 120 45 10 0 ]",89,"- - + - - 0 + + + + 0 "
95515,"[ -1 -10 45 -120 210 0 0 0 -45 10 0 ]",89,"- - + - + 0 0 0 - + 0 "
95659,"[ -1 -10 45 -120 210 0 -210 120 45 10 0 ]",89,"- - + - + 0 - + + + 0 "
96280,"[ -1 -10 45 120 0 0 0 -120 45 10 0 ]",89,"- - + + 0 0 0 - + + 0 "
97171,"[ -1 -10 45 120 -210 0 210 -120 45 10 0 ]",89,"- - + + - 0 + - + + 0 "
97819,"[ -1 -10 45 120 210 0 -210 -120 45 10 0 ]",89,"- - + + + 0 - - + + 0 "
98608,"[ -1 10 0 0 0 0 210 -120 0 -10 0 ]",89,"- + 0 0 0 0 + - 0 - 0 "
99904,"[ -1 10 0 0 210 0 0 -120 0 -10 0 ]",89,"- + 0 0 + 0 0 - 0 - 0 "
100768,"[ -1 10 0 -120 0 0 210 0 0 -10 0 ]",89,"- + 0 - 0 0 + 0 0 - 0 "
102064,"[ -1 10 0 -120 210 0 0 0 0 -10 0 ]",89,"- + 0 - + 0 0 0 0 - 0 "
105187,"[ -1 10 -45 0 0 0 210 -120 45 -10 0 ]",89,"- + - 0 0 0 + - + - 0 "
106483,"[ -1 10 -45 0 210 0 0 -120 45 -10 0 ]",89,"- + - 0 + 0 0 - + - 0 "
107347,"[ -1 10 -45 -120 0 0 210 0 45 -10 0 ]",89,"- + - - 0 0 + 0 + - 0 "
108643,"[ -1 10 -45 -120 210 0 0 0 45 -10 0 ]",89,"- + - - + 0 0 0 + - 0 "
108823,"[ -1 10 -45 -120 210 0 210 -120 -45 -10 0 ]",89,"- + - - + 0 + - - - 0 "
111559,"[ -1 10 45 0 0 0 0 0 45 -10 0 ]",89,"- + + 0 0 0 0 0 + - 0 "
111739,"[ -1 10 45 0 0 0 210 -120 -45 -10 0 ]",89,"- + + 0 0 0 + - - - 0 "
112450,"[ -1 10 45 0 -210 0 210 0 45 -10 0 ]",89,"- + + 0 - 0 + 0 + - 0 "
113035,"[ -1 10 45 0 210 0 0 -120 -45 -10 0 ]",89,"- + + 0 + 0 0 - - - 0 "
113098,"[ -1 10 45 0 210 0 -210 0 45 -10 0 ]",89,"- + + 0 + 0 - 0 + - 0 "
113800,"[ -1 10 45 -120 0 0 0 120 45 -10 0 ]",89,"- + + - 0 0 0 + + - 0 "
113899,"[ -1 10 45 -120 0 0 210 0 -45 -10 0 ]",89,"- + + - 0 0 + 0 - - 0 "
114691,"[ -1 10 45 -120 -210 0 210 120 45 -10 0 ]",89,"- + + - - 0 + + + - 0 "
115195,"[ -1 10 45 -120 210 0 0 0 -45 -10 0 ]",89,"- + + - + 0 0 0 - - 0 "
115339,"[ -1 10 45 -120 210 0 -210 120 45 -10 0 ]",89,"- + + - + 0 - + + - 0 "
115960,"[ -1 10 45 120 0 0 0 -120 45 -10 0 ]",89,"- + + + 0 0 0 - + - 0 "
116851,"[ -1 10 45 120 -210 0 210 -120 45 -10 0 ]",89,"- + + + - 0 + - + - 0 "
117499,"[ -1 10 45 120 210 0 -210 -120 45 -10 0 ]",89,"- + + + + 0 - - + - 0 "
118564,"[ 1 0 0 0 0 -252 210 120 0 10 0 ]",89,"+ 0 0 0 0 - + + 0 + 0 "
118623,"[ 1 0 0 0 0 252 0 -120 -45 0 1 ]",89,"+ 0 0 0 0 + 0 - - 0 + "
118686,"[ 1 0 0 0 0 252 -210 0 45 0 1 ]",89,"+ 0 0 0 0 + - 0 + 0 + "
119334,"[ 1 0 0 0 -210 252 0 0 45 0 1 ]",89,"+ 0 0 0 - + 0 0 + 0 + "
119514,"[ 1 0 0 0 -210 252 210 -120 -45 0 1 ]",89,"+ 0 0 0 - + + - - 0 + "
119860,"[ 1 0 0 0 210 -252 0 120 0 10 0 ]",89,"+ 0 0 0 + - 0 + 0 + 0 "
120162,"[ 1 0 0 0 210 252 -210 -120 -45 0 1 ]",89,"+ 0 0 0 + + - - - 0 + "
120783,"[ 1 0 0 -120 0 252 0 0 -45 0 1 ]",89,"+ 0 0 - 0 + 0 0 - 0 + "
120927,"[ 1 0 0 -120 0 252 -210 120 45 0 1 ]",89,"+ 0 0 - 0 + - + + 0 + "
121575,"[ 1 0 0 -120 -210 252 0 120 45 0 1 ]",89,"+ 0 0 - - + 0 + + 0 + "
121674,"[ 1 0 0 -120 -210 252 210 0 -45 0 1 ]",89,"+ 0 0 - - + + 0 - 0 + "
122322,"[ 1 0 0 -120 210 252 -210 0 -45 0 1 ]",89,"+ 0 0 - + + - 0 - 0 + "
122884,"[ 1 0 0 120 0 -252 210 0 0 10 0 ]",89,"+ 0 0 + 0 - + 0 0 + 0 "
123087,"[ 1 0 0 120 0 252 -210 -120 45 0 1 ]",89,"+ 0 0 + 0 + - - + 0 + "
123735,"[ 1 0 0 120 -210 252 0 -120 45 0 1 ]",89,"+ 0 0 + - + 0 - + 0 + "
124180,"[ 1 0 0 120 210 -252 0 0 0 10 0 ]",89,"+ 0 0 + + - 0 0 0 + 0 "
125143,"[ 1 0 -45 0 0 -252 210 120 45 10 0 ]",89,"+ 0 - 0 0 - + + + + 0 "
125175,"[ 1 0 -45 0 0 252 0 -120 0 0 1 ]",89,"+ 0 - 0 0 + 0 - 0 0 + "
126066,"[ 1 0 -45 0 -210 252 210 -120 0 0 1 ]",89,"+ 0 - 0 - + + - 0 0 + "
126439,"[ 1 0 -45 0 210 -252 0 120 45 10 0 ]",89,"+ 0 - 0 + - 0 + + + 0 "
126538,"[ 1 0 -45 0 210 -252 210 0 -45 10 0 ]",89,"+ 0 - 0 + - + 0 - + 0 "
126714,"[ 1 0 -45 0 210 252 -210 -120 0 0 1 ]",89,"+ 0 - 0 + + - - 0 0 + "
127335,"[ 1 0 -45 -120 0 252 0 0 0 0 1 ]",89,"+ 0 - - 0 + 0 0 0 0 + "
128226,"[ 1 0 -45 -120 -210 252 210 0 0 0 1 ]",89,"+ 0 - - - + + 0 0 0 + "
128779,"[ 1 0 -45 -120 210 -252 210 120 -45 10 0 ]",89,"+ 0 - - + - + + - + 0 "
128874,"[ 1 0 -45 -120 210 252 -210 0 0 0 1 ]",89,"+ 0 - - + + - 0 0 0 + "
129463,"[ 1 0 -45 120 0 -252 210 0 45 10 0 ]",89,"+ 0 - + 0 - + 0 + + 0 "
130759,"[ 1 0 -45 120 210 -252 0 0 45 10 0 ]",89,"+ 0 - + + - 0 0 + + 0 "
130939,"[ 1 0 -45 120 210 -252 210 -120 -45 10 0 ]",89,"+ 0 - + + - + - - + 0 "
131695,"[ 1 0 45 0 0 -252 210 120 -45 10 0 ]",89,"+ 0 + 0 0 - + + - + 0 "
131790,"[ 1 0 45 0 0 252 -210 0 0 0 1 ]",89,"+ 0 + 0 0 + - 0 0 0 + "
132438,"[ 1 0 45 0 -210 252 0 0 0 0 1 ]",89,"+ 0 + 0 - + 0 0 0 0 + "
132991,"[ 1 0 45 0 210 -252 0 120 -45 10 0 ]",89,"+ 0 + 0 + - 0 + - + 0 "
134031,"[ 1 0 45 -120 0 252 -210 120 0 0 1 ]",89,"+ 0 + - 0 + - + 0 0 + "
134679,"[ 1 0 45 -120 -210 252 0 120 0 0 1 ]",89,"+ 0 + - - + 0 + 0 0 + "
135916,"[ 1 0 45 120 0 -252 0 120 45 10 0 ]",89,"+ 0 + + 0 - 0 + + + 0 "
136015,"[ 1 0 45 120 0 -252 210 0 -45 10 0 ]",89,"+ 0 + + 0 - + 0 - + 0 "
136191,"[ 1 0 45 120 0 252 -210 -120 0 0 1 ]",89,"+ 0 + + 0 + - - 0 0 + "
136807,"[ 1 0 45 120 -210 -252 210 120 45 10 0 ]",89,"+ 0 + + - - + + + + 0 "
136839,"[ 1 0 45 120 -210 252 0 -120 0 0 1 ]",89,"+ 0 + + - + 0 - 0 0 + "
137311,"[ 1 0 45 120 210 -252 0 0 -45 10 0 ]",89,"+ 0 + + + - 0 0 - + 0 "
137455,"[ 1 0 45 120 210 -252 -210 120 45 10 0 ]",89,"+ 0 + + + - - + + + 0 "
138312,"[ 1 -10 0 0 0 252 0 -120 -45 10 1 ]",89,"+ - 0 0 0 + 0 - - + + "
138375,"[ 1 -10 0 0 0 252 -210 0 45 10 1 ]",89,"+ - 0 0 0 + - 0 + + + "
139023,"[ 1 -10 0 0 -210 252 0 0 45 10 1 ]",89,"+ - 0 0 - + 0 0 + + + "
139203,"[ 1 -10 0 0 -210 252 210 -120 -45 10 1 ]",89,"+ - 0 0 - + + - - + + "
139851,"[ 1 -10 0 0 210 252 -210 -120 -45 10 1 ]",89,"+ - 0 0 + + - - - + + "
140472,"[ 1 -10 0 -120 0 252 0 0 -45 10 1 ]",89,"+ - 0 - 0 + 0 0 - + + "
140616,"[ 1 -10 0 -120 0 252 -210 120 45 10 1 ]",89,"+ - 0 - 0 + - + + + + "
141264,"[ 1 -10 0 -120 -210 252 0 120 45 10 1 ]",89,"+ - 0 - - + 0 + + + + "
141363,"[ 1 -10 0 -120 -210 252 210 0 -45 10 1 ]",89,"+ - 0 - - + + 0 - + + "
142011,"[ 1 -10 0 -120 210 252 -210 0 -45 10 1 ]",89,"+ - 0 - + + - 0 - + + "
142776,"[ 1 -10 0 120 0 252 -210 -120 45 10 1 ]",89,"+ - 0 + 0 + - - + + + "
143424,"[ 1 -10 0 120 -210 252 0 -120 45 10 1 ]",89,"+ - 0 + - + 0 - + + + "
144864,"[ 1 -10 -45 0 0 252 0 -120 0 10 1 ]",89,"+ - - 0 0 + 0 - 0 + + "
145755,"[ 1 -10 -45 0 -210 252 210 -120 0 10 1 ]",89,"+ - - 0 - + + - 0 + + "
146403,"[ 1 -10 -45 0 210 252 -210 -120 0 10 1 ]",89,"+ - - 0 + + - - 0 + + "
147024,"[ 1 -10 -45 -120 0 252 0 0 0 10 1 ]",89,"+ - - - 0 + 0 0 0 + + "
147915,"[ 1 -10 -45 -120 -210 252 210 0 0 10 1 ]",89,"+ - - - - + + 0 0 + + "
148563,"[ 1 -10 -45 -120 210 252 -210 0 0 10 1 ]",89,"+ - - - + + - 0 0 + + "
149188,"[ 1 -10 -45 120 0 -252 210 120 -45 -10 0 ]",89,"+ - - + 0 - + + - - 0 "
150484,"[ 1 -10 -45 120 210 -252 0 120 -45 -10 0 ]",89,"+ - - + + - 0 + - - 0 "
151479,"[ 1 -10 45 0 0 252 -210 0 0 10 1 ]",89,"+ - + 0 0 + - 0 0 + + "
152127,"[ 1 -10 45 0 -210 252 0 0 0 10 1 ]",89,"+ - + 0 - + 0 0 0 + + "
153720,"[ 1 -10 45 -120 0 252 -210 120 0 10 1 ]",89,"+ - + - 0 + - + 0 + + "
154368,"[ 1 -10 45 -120 -210 252 0 120 0 10 1 ]",89,"+ - + - - + 0 + 0 + + "
155880,"[ 1 -10 45 120 0 252 -210 -120 0 10 1 ]",89,"+ - + + 0 + - - 0 + + "
156528,"[ 1 -10 45 120 -210 252 0 -120 0 10 1 ]",89,"+ - + + - + 0 - 0 + + "
157924,"[ 1 10 0 0 0 -252 210 120 0 0 0 ]",89,"+ + 0 0 0 - + + 0 0 0 "
157992,"[ 1 10 0 0 0 252 0 -120 -45 -10 1 ]",89,"+ + 0 0 0 + 0 - - - + "
158055,"[ 1 10 0 0 0 252 -210 0 45 -10 1 ]",89,"+ + 0 0 0 + - 0 + - + "
158703,"[ 1 10 0 0 -210 252 0 0 45 -10 1 ]",89,"+ + 0 0 - + 0 0 + - + "
