Step,Sequence,Sum,Choices
28164,"[ 1 9 -36 0 126 0 0 -36 -9 0 ]",55,"+ + - 0 + 0 0 - - 0 "
28326,"[ 1 9 -36 0 0 126 0 -36 -9 0 ]",55,"+ + - 0 0 + 0 - - 0 "
28563,"[ 1 9 36 -84 -126 126 84 0 9 0 ]",55,"+ + + - - + + 0 + 0 "
28725,"[ 1 9 36 -84 126 -126 84 0 9 0 ]",55,"+ + + - + - + 0 + 0 "
29130,"[ 1 9 36 -84 0 0 84 0 9 0 ]",55,"+ + + - 0 0 + 0 + 0 "
29265,"[ 1 9 36 84 -126 126 -84 0 9 0 ]",55,"+ + + + - + - 0 + 0 "
29427,"[ 1 9 36 84 126 -126 -84 0 9 0 ]",55,"+ + + + + - - 0 + 0 "
29832,"[ 1 9 36 84 0 0 -84 0 9 0 ]",55,"+ + + + 0 0 - 0 + 0 "
30048,"[ 1 9 36 0 -126 126 0 0 9 0 ]",55,"+ + + 0 - + 0 0 + 0 "
30210,"[ 1 9 36 0 126 -126 0 0 9 0 ]",55,"+ + + 0 + - 0 0 + 0 "
30615,"[ 1 9 36 0 0 0 0 0 9 0 ]",55,"+ + + 0 0 0 0 0 + 0 "
30741,"[ 1 9 0 -84 -126 126 84 36 9 0 ]",55,"+ + 0 - - + + + + 0 "
30903,"[ 1 9 0 -84 126 -126 84 36 9 0 ]",55,"+ + 0 - + - + + + 0 "
31308,"[ 1 9 0 -84 0 0 84 36 9 0 ]",55,"+ + 0 - 0 0 + + + 0 "
31443,"[ 1 9 0 84 -126 126 -84 36 9 0 ]",55,"+ + 0 + - + - + + 0 "
31605,"[ 1 9 0 84 126 -126 -84 36 9 0 ]",55,"+ + 0 + + - - + + 0 "
32010,"[ 1 9 0 84 0 0 -84 36 9 0 ]",55,"+ + 0 + 0 0 - + + 0 "
32226,"[ 1 9 0 0 -126 126 0 36 9 0 ]",55,"+ + 0 0 - + 0 + + 0 "
32388,"[ 1 9 0 0 126 -126 0 36 9 0 ]",55,"+ + 0 0 + - 0 + + 0 "
32793,"[ 1 9 0 0 0 0 0 36 9 0 ]",55,"+ + 0 0 0 0 0 + + 0 "
33246,"[ 1 0 -36 -84 126 0 84 -36 0 0 ]",55,"+ 0 - - + 0 + - 0 0 "
33408,"[ 1 0 -36 -84 0 126 84 -36 0 0 ]",55,"+ 0 - - 0 + + - 0 0 "
33948,"[ 1 0 -36 84 126 0 -84 -36 0 0 ]",55,"+ 0 - + + 0 - - 0 0 "
34110,"[ 1 0 -36 84 0 126 -84 -36 0 0 ]",55,"+ 0 - + 0 + - - 0 0 "
34731,"[ 1 0 -36 0 126 0 0 -36 0 0 ]",55,"+ 0 - 0 + 0 0 - 0 0 "
34893,"[ 1 0 -36 0 0 126 0 -36 0 0 ]",55,"+ 0 - 0 0 + 0 - 0 0 "
39803,"[ 0 -9 -36 -84 126 0 84 -36 9 1 ]",55,"0 - - - + 0 + - + + "
39965,"[ 0 -9 -36 -84 0 126 84 -36 9 1 ]",55,"0 - - - 0 + + - + + "
40505,"[ 0 -9 -36 84 126 0 -84 -36 9 1 ]",55,"0 - - + + 0 - - + + "
40667,"[ 0 -9 -36 84 0 126 -84 -36 9 1 ]",55,"0 - - + 0 + - - + + "
41288,"[ 0 -9 -36 0 126 0 0 -36 9 1 ]",55,"0 - - 0 + 0 0 - + + "
41450,"[ 0 -9 -36 0 0 126 0 -36 9 1 ]",55,"0 - - 0 0 + 0 - + + "
41672,"[ 0 -9 36 -84 -126 126 84 36 -9 1 ]",55,"0 - + - - + + + - + "
41834,"[ 0 -9 36 -84 126 -126 84 36 -9 1 ]",55,"0 - + - + - + + - + "
42239,"[ 0 -9 36 -84 0 0 84 36 -9 1 ]",55,"0 - + - 0 0 + + - + "
42374,"[ 0 -9 36 84 -126 126 -84 36 -9 1 ]",55,"0 - + + - + - + - + "
42536,"[ 0 -9 36 84 126 -126 -84 36 -9 1 ]",55,"0 - + + + - - + - + "
42941,"[ 0 -9 36 84 0 0 -84 36 -9 1 ]",55,"0 - + + 0 0 - + - + "
43157,"[ 0 -9 36 0 -126 126 0 36 -9 1 ]",55,"0 - + 0 - + 0 + - + "
43319,"[ 0 -9 36 0 126 -126 0 36 -9 1 ]",55,"0 - + 0 + - 0 + - + "
43724,"[ 0 -9 36 0 0 0 0 36 -9 1 ]",55,"0 - + 0 0 0 0 + - + "
46361,"[ 0 9 -36 -84 126 0 84 -36 -9 1 ]",55,"0 + - - + 0 + - - + "
46523,"[ 0 9 -36 -84 0 126 84 -36 -9 1 ]",55,"0 + - - 0 + + - - + "
47063,"[ 0 9 -36 84 126 0 -84 -36 -9 1 ]",55,"0 + - + + 0 - - - + "
47225,"[ 0 9 -36 84 0 126 -84 -36 -9 1 ]",55,"0 + - + 0 + - - - + "
47846,"[ 0 9 -36 0 126 0 0 -36 -9 1 ]",55,"0 + - 0 + 0 0 - - + "
48008,"[ 0 9 -36 0 0 126 0 -36 -9 1 ]",55,"0 + - 0 0 + 0 - - + "
48245,"[ 0 9 36 -84 -126 126 84 0 9 1 ]",55,"0 + + - - + + 0 + + "
48407,"[ 0 9 36 -84 126 -126 84 0 9 1 ]",55,"0 + + - + - + 0 + + "
48812,"[ 0 9 36 -84 0 0 84 0 9 1 ]",55,"0 + + - 0 0 + 0 + + "
48947,"[ 0 9 36 84 -126 126 -84 0 9 1 ]",55,"0 + + + - + - 0 + + "
49109,"[ 0 9 36 84 126 -126 -84 0 9 1 ]",55,"0 + + + + - - 0 + + "
49514,"[ 0 9 36 84 0 0 -84 0 9 1 ]",55,"0 + + + 0 0 - 0 + + "
49730,"[ 0 9 36 0 -126 126 0 0 9 1 ]",55,"0 + + 0 - + 0 0 + + "
49892,"[ 0 9 36 0 126 -126 0 0 9 1 ]",55,"0 + + 0 + - 0 0 + + "
50297,"[ 0 9 36 0 0 0 0 0 9 1 ]",55,"0 + + 0 0 0 0 0 + + "
50423,"[ 0 9 0 -84 -126 126 84 36 9 1 ]",55,"0 + 0 - - + + + + + "
50585,"[ 0 9 0 -84 126 -126 84 36 9 1 ]",55,"0 + 0 - + - + + + + "
50990,"[ 0 9 0 -84 0 0 84 36 9 1 ]",55,"0 + 0 - 0 0 + + + + "
51125,"[ 0 9 0 84 -126 126 -84 36 9 1 ]",55,"0 + 0 + - + - + + + "
51287,"[ 0 9 0 84 126 -126 -84 36 9 1 ]",55,"0 + 0 + + - - + + + "
51692,"[ 0 9 0 84 0 0 -84 36 9 1 ]",55,"0 + 0 + 0 0 - + + + "
51908,"[ 0 9 0 0 -126 126 0 36 9 1 ]",55,"0 + 0 0 - + 0 + + + "
52070,"[ 0 9 0 0 126 -126 0 36 9 1 ]",55,"0 + 0 0 + - 0 + + + "
52475,"[ 0 9 0 0 0 0 0 36 9 1 ]",55,"0 + 0 0 0 0 0 + + + "
52928,"[ 0 0 -36 -84 126 0 84 -36 0 1 ]",55,"0 0 - - + 0 + - 0 + "
53090,"[ 0 0 -36 -84 0 126 84 -36 0 1 ]",55,"0 0 - - 0 + + - 0 + "
53630,"[ 0 0 -36 84 126 0 -84 -36 0 1 ]",55,"0 0 - + + 0 - - 0 + "
53792,"[ 0 0 -36 84 0 126 -84 -36 0 1 ]",55,"0 0 - + 0 + - - 0 + "
54413,"[ 0 0 -36 0 126 0 0 -36 0 1 ]",55,"0 0 - 0 + 0 0 - 0 + "
54575,"[ 0 0 -36 0 0 126 0 -36 0 1 ]",55,"0 0 - 0 0 + 0 - 0 + "
