Step,Sequence,Sum,Choices
25296,"[ 1 11 -55 165 0 -462 0 330 165 0 -11 0 ]",144,"+ + - + 0 - 0 + + 0 - 0 "
25632,"[ 1 11 -55 165 0 0 462 -330 -165 55 0 0 ]",144,"+ + - + 0 0 + - - + 0 0 "
25782,"[ 1 11 -55 165 0 0 -462 330 165 0 -11 0 ]",144,"+ + - + 0 0 - + + 0 - 0 "
26847,"[ 1 11 -55 -165 330 462 0 -330 -165 55 0 0 ]",144,"+ + - - + + 0 - - + 0 0 "
27483,"[ 1 11 -55 -165 330 -462 0 330 165 0 -11 0 ]",144,"+ + - - + - 0 + + 0 - 0 "
27819,"[ 1 11 -55 -165 330 0 462 -330 -165 55 0 0 ]",144,"+ + - - + 0 + - - + 0 0 "
27969,"[ 1 11 -55 -165 330 0 -462 330 165 0 -11 0 ]",144,"+ + - - + 0 - + + 0 - 0 "
28953,"[ 1 11 -55 -165 -330 462 0 330 -165 55 0 0 ]",144,"+ + - - - + 0 + - + 0 0 "
29088,"[ 1 11 -55 -165 -330 462 0 0 165 55 0 0 ]",144,"+ + - - - + 0 0 + + 0 0 "
29925,"[ 1 11 -55 -165 -330 0 462 330 -165 55 0 0 ]",144,"+ + - - - 0 + + - + 0 0 "
30060,"[ 1 11 -55 -165 -330 0 462 0 165 55 0 0 ]",144,"+ + - - - 0 + 0 + + 0 0 "
31194,"[ 1 11 -55 -165 0 462 0 -330 165 55 0 0 ]",144,"+ + - - 0 + 0 - + + 0 0 "
31302,"[ 1 11 -55 -165 0 462 0 0 -165 55 0 0 ]",144,"+ + - - 0 + 0 0 - + 0 0 "
32166,"[ 1 11 -55 -165 0 0 462 -330 165 55 0 0 ]",144,"+ + - - 0 0 + - + + 0 0 "
32274,"[ 1 11 -55 -165 0 0 462 0 -165 55 0 0 ]",144,"+ + - - 0 0 + 0 - + 0 0 "
34098,"[ 1 11 -55 0 330 -462 0 330 0 0 -11 0 ]",144,"+ + - 0 + - 0 + 0 0 - 0 "
34584,"[ 1 11 -55 0 330 0 -462 330 0 0 -11 0 ]",144,"+ + - 0 + 0 - + 0 0 - 0 "
35703,"[ 1 11 -55 0 -330 462 0 0 0 55 0 0 ]",144,"+ + - 0 - + 0 0 0 + 0 0 "
36675,"[ 1 11 -55 0 -330 0 462 0 0 55 0 0 ]",144,"+ + - 0 - 0 + 0 0 + 0 0 "
37809,"[ 1 11 -55 0 0 462 0 -330 0 55 0 0 ]",144,"+ + - 0 0 + 0 - 0 + 0 0 "
38781,"[ 1 11 -55 0 0 0 462 -330 0 55 0 0 ]",144,"+ + - 0 0 0 + - 0 + 0 0 "
40341,"[ 1 11 0 165 330 -462 -462 330 165 55 11 0 ]",144,"+ + 0 + + - - + + + + 0 "
40623,"[ 1 11 0 165 330 -462 0 330 -165 -55 -11 0 ]",144,"+ + 0 + + - 0 + - - - 0 "
40758,"[ 1 11 0 165 330 -462 0 0 165 -55 -11 0 ]",144,"+ + 0 + + - 0 0 + - - 0 "
41109,"[ 1 11 0 165 330 0 -462 330 -165 -55 -11 0 ]",144,"+ + 0 + + 0 - + - - - 0 "
41244,"[ 1 11 0 165 330 0 -462 0 165 -55 -11 0 ]",144,"+ + 0 + + 0 - 0 + - - 0 "
42147,"[ 1 11 0 165 -330 462 0 -330 165 0 0 0 ]",144,"+ + 0 + - + 0 - + 0 0 0 "
42255,"[ 1 11 0 165 -330 462 0 0 -165 0 0 0 ]",144,"+ + 0 + - + 0 0 - 0 0 0 "
43119,"[ 1 11 0 165 -330 0 462 -330 165 0 0 0 ]",144,"+ + 0 + - 0 + - + 0 0 0 "
43227,"[ 1 11 0 165 -330 0 462 0 -165 0 0 0 ]",144,"+ + 0 + - 0 + 0 - 0 0 0 "
44361,"[ 1 11 0 165 0 462 0 -330 -165 0 0 0 ]",144,"+ + 0 + 0 + 0 - - 0 0 0 "
44970,"[ 1 11 0 165 0 -462 0 330 165 -55 -11 0 ]",144,"+ + 0 + 0 - 0 + + - - 0 "
45333,"[ 1 11 0 165 0 0 462 -330 -165 0 0 0 ]",144,"+ + 0 + 0 0 + - - 0 0 0 "
45456,"[ 1 11 0 165 0 0 -462 330 165 -55 -11 0 ]",144,"+ + 0 + 0 0 - + + - - 0 "
46548,"[ 1 11 0 -165 330 462 0 -330 -165 0 0 0 ]",144,"+ + 0 - + + 0 - - 0 0 0 "
47157,"[ 1 11 0 -165 330 -462 0 330 165 -55 -11 0 ]",144,"+ + 0 - + - 0 + + - - 0 "
47520,"[ 1 11 0 -165 330 0 462 -330 -165 0 0 0 ]",144,"+ + 0 - + 0 + - - 0 0 0 "
47643,"[ 1 11 0 -165 330 0 -462 330 165 -55 -11 0 ]",144,"+ + 0 - + 0 - + + - - 0 "
48654,"[ 1 11 0 -165 -330 462 0 330 -165 0 0 0 ]",144,"+ + 0 - - + 0 + - 0 0 0 "
48789,"[ 1 11 0 -165 -330 462 0 0 165 0 0 0 ]",144,"+ + 0 - - + 0 0 + 0 0 0 "
49626,"[ 1 11 0 -165 -330 0 462 330 -165 0 0 0 ]",144,"+ + 0 - - 0 + + - 0 0 0 "
49761,"[ 1 11 0 -165 -330 0 462 0 165 0 0 0 ]",144,"+ + 0 - - 0 + 0 + 0 0 0 "
50895,"[ 1 11 0 -165 0 462 0 -330 165 0 0 0 ]",144,"+ + 0 - 0 + 0 - + 0 0 0 "
51003,"[ 1 11 0 -165 0 462 0 0 -165 0 0 0 ]",144,"+ + 0 - 0 + 0 0 - 0 0 0 "
51867,"[ 1 11 0 -165 0 0 462 -330 165 0 0 0 ]",144,"+ + 0 - 0 0 + - + 0 0 0 "
51975,"[ 1 11 0 -165 0 0 462 0 -165 0 0 0 ]",144,"+ + 0 - 0 0 + 0 - 0 0 0 "
53772,"[ 1 11 0 0 330 -462 0 330 0 -55 -11 0 ]",144,"+ + 0 0 + - 0 + 0 - - 0 "
54258,"[ 1 11 0 0 330 0 -462 330 0 -55 -11 0 ]",144,"+ + 0 0 + 0 - + 0 - - 0 "
55404,"[ 1 11 0 0 -330 462 0 0 0 0 0 0 ]",144,"+ + 0 0 - + 0 0 0 0 0 0 "
56376,"[ 1 11 0 0 -330 0 462 0 0 0 0 0 ]",144,"+ + 0 0 - 0 + 0 0 0 0 0 "
57510,"[ 1 11 0 0 0 462 0 -330 0 0 0 0 ]",144,"+ + 0 0 0 + 0 - 0 0 0 0 "
58482,"[ 1 11 0 0 0 0 462 -330 0 0 0 0 ]",144,"+ + 0 0 0 0 + - 0 0 0 0 "
59442,"[ 1 -11 55 165 330 462 -462 -330 0 -55 -11 0 ]",144,"+ - + + + + - - 0 - - 0 "
59928,"[ 1 -11 55 165 330 -462 462 -330 0 -55 -11 0 ]",144,"+ - + + + - + - 0 - - 0 "
60483,"[ 1 -11 55 165 330 -462 0 0 0 55 11 0 ]",144,"+ - + + + - 0 0 0 + + 0 "
60969,"[ 1 -11 55 165 330 0 -462 0 0 55 11 0 ]",144,"+ - + + + 0 - 0 0 + + 0 "
61143,"[ 1 -11 55 165 330 0 0 -330 0 -55 -11 0 ]",144,"+ - + + + 0 0 - 0 - - 0 "
61548,"[ 1 -11 55 165 -330 462 -462 330 0 -55 -11 0 ]",144,"+ - + + - + - + 0 - - 0 "
62034,"[ 1 -11 55 165 -330 -462 462 330 0 -55 -11 0 ]",144,"+ - + + - - + + 0 - - 0 "
63249,"[ 1 -11 55 165 -330 0 0 330 0 -55 -11 0 ]",144,"+ - + + - 0 0 + 0 - - 0 "
63897,"[ 1 -11 55 165 0 462 -462 0 0 -55 -11 0 ]",144,"+ - + + 0 + - 0 0 - - 0 "
64383,"[ 1 -11 55 165 0 -462 462 0 0 -55 -11 0 ]",144,"+ - + + 0 - + 0 0 - - 0 "
64695,"[ 1 -11 55 165 0 -462 0 330 0 55 11 0 ]",144,"+ - + + 0 - 0 + 0 + + 0 "
65181,"[ 1 -11 55 165 0 0 -462 330 0 55 11 0 ]",144,"+ - + + 0 0 - + 0 + + 0 "
65598,"[ 1 -11 55 165 0 0 0 0 0 -55 -11 0 ]",144,"+ - + + 0 0 0 0 0 - - 0 "
66084,"[ 1 -11 55 -165 330 462 -462 0 0 -55 -11 0 ]",144,"+ - + - + + - 0 0 - - 0 "
66570,"[ 1 -11 55 -165 330 -462 462 0 0 -55 -11 0 ]",144,"+ - + - + - + 0 0 - - 0 "
66882,"[ 1 -11 55 -165 330 -462 0 330 0 55 11 0 ]",144,"+ - + - + - 0 + 0 + + 0 "
67368,"[ 1 -11 55 -165 330 0 -462 330 0 55 11 0 ]",144,"+ - + - + 0 - + 0 + + 0 "
67785,"[ 1 -11 55 -165 330 0 0 0 0 -55 -11 0 ]",144,"+ - + - + 0 0 0 0 - - 0 "
67959,"[ 1 -11 55 -165 -330 462 462 -330 0 0 0 0 ]",144,"+ - + - - + + - 0 0 0 0 "
70296,"[ 1 -11 55 -165 0 462 -462 330 0 -55 -11 0 ]",144,"+ - + - 0 + - + 0 - - 0 "
70782,"[ 1 -11 55 -165 0 -462 462 330 0 -55 -11 0 ]",144,"+ - + - 0 - + + 0 - - 0 "
71997,"[ 1 -11 55 -165 0 0 0 330 0 -55 -11 0 ]",144,"+ - + - 0 0 0 + 0 - - 0 "
72510,"[ 1 -11 55 0 330 462 -462 -330 165 -55 -11 0 ]",144,"+ - + 0 + + - - + - - 0 "
72618,"[ 1 -11 55 0 330 462 -462 0 -165 -55 -11 0 ]",144,"+ - + 0 + + - 0 - - - 0 "
72996,"[ 1 -11 55 0 330 -462 462 -330 165 -55 -11 0 ]",144,"+ - + 0 + - + - + - - 0 "
73104,"[ 1 -11 55 0 330 -462 462 0 -165 -55 -11 0 ]",144,"+ - + 0 + - + 0 - - - 0 "
73416,"[ 1 -11 55 0 330 -462 0 330 -165 55 11 0 ]",144,"+ - + 0 + - 0 + - + + 0 "
73551,"[ 1 -11 55 0 330 -462 0 0 165 55 11 0 ]",144,"+ - + 0 + - 0 0 + + + 0 "
73902,"[ 1 -11 55 0 330 0 -462 330 -165 55 11 0 ]",144,"+ - + 0 + 0 - + - + + 0 "
74037,"[ 1 -11 55 0 330 0 -462 0 165 55 11 0 ]",144,"+ - + 0 + 0 - 0 + + + 0 "
74211,"[ 1 -11 55 0 330 0 0 -330 165 -55 -11 0 ]",144,"+ - + 0 + 0 0 - + - - 0 "
74319,"[ 1 -11 55 0 330 0 0 0 -165 -55 -11 0 ]",144,"+ - + 0 + 0 0 0 - - - 0 "
74493,"[ 1 -11 55 0 -330 462 462 -330 -165 0 0 0 ]",144,"+ - + 0 - + + - - 0 0 0 "
74616,"[ 1 -11 55 0 -330 462 -462 330 165 -55 -11 0 ]",144,"+ - + 0 - + - + + - - 0 "
75102,"[ 1 -11 55 0 -330 -462 462 330 165 -55 -11 0 ]",144,"+ - + 0 - - + + + - - 0 "
76317,"[ 1 -11 55 0 -330 0 0 330 165 -55 -11 0 ]",144,"+ - + 0 - 0 0 + + - - 0 "
76830,"[ 1 -11 55 0 0 462 -462 330 -165 -55 -11 0 ]",144,"+ - + 0 0 + - + - - - 0 "
76965,"[ 1 -11 55 0 0 462 -462 0 165 -55 -11 0 ]",144,"+ - + 0 0 + - 0 + - - 0 "
77316,"[ 1 -11 55 0 0 -462 462 330 -165 -55 -11 0 ]",144,"+ - + 0 0 - + + - - - 0 "
77451,"[ 1 -11 55 0 0 -462 462 0 165 -55 -11 0 ]",144,"+ - + 0 0 - + 0 + - - 0 "
77763,"[ 1 -11 55 0 0 -462 0 330 165 55 11 0 ]",144,"+ - + 0 0 - 0 + + + + 0 "
78249,"[ 1 -11 55 0 0 0 -462 330 165 55 11 0 ]",144,"+ - + 0 0 0 - + + + + 0 "
78531,"[ 1 -11 55 0 0 0 0 330 -165 -55 -11 0 ]",144,"+ - + 0 0 0 0 + - - - 0 "
78666,"[ 1 -11 55 0 0 0 0 0 165 -55 -11 0 ]",144,"+ - + 0 0 0 0 0 + - - 0 "
79116,"[ 1 -11 -55 165 330 462 -462 -330 0 55 -11 0 ]",144,"+ - - + + + - - 0 + - 0 "
79602,"[ 1 -11 -55 165 330 -462 462 -330 0 55 -11 0 ]",144,"+ - - + + - + - 0 + - 0 "
79995,"[ 1 -11 -55 165 330 -462 0 330 -165 0 11 0 ]",144,"+ - - + + - 0 + - 0 + 0 "
80130,"[ 1 -11 -55 165 330 -462 0 0 165 0 11 0 ]",144,"+ - - + + - 0 0 + 0 + 0 "
80481,"[ 1 -11 -55 165 330 0 -462 330 -165 0 11 0 ]",144,"+ - - + + 0 - + - 0 + 0 "
80616,"[ 1 -11 -55 165 330 0 -462 0 165 0 11 0 ]",144,"+ - - + + 0 - 0 + 0 + 0 "
80817,"[ 1 -11 -55 165 330 0 0 -330 0 55 -11 0 ]",144,"+ - - + + 0 0 - 0 + - 0 "
81045,"[ 1 -11 -55 165 -330 462 462 -330 -165 -55 0 0 ]",144,"+ - - + - + + - - - 0 0 "
81222,"[ 1 -11 -55 165 -330 462 -462 330 0 55 -11 0 ]",144,"+ - - + - + - + 0 + - 0 "
81708,"[ 1 -11 -55 165 -330 -462 462 330 0 55 -11 0 ]",144,"+ - - + - - + + 0 + - 0 "
82923,"[ 1 -11 -55 165 -330 0 0 330 0 55 -11 0 ]",144,"+ - - + - 0 0 + 0 + - 0 "
83571,"[ 1 -11 -55 165 0 462 -462 0 0 55 -11 0 ]",144,"+ - - + 0 + - 0 0 + - 0 "
84057,"[ 1 -11 -55 165 0 -462 462 0 0 55 -11 0 ]",144,"+ - - + 0 - + 0 0 + - 0 "
84342,"[ 1 -11 -55 165 0 -462 0 330 165 0 11 0 ]",144,"+ - - + 0 - 0 + + 0 + 0 "
84828,"[ 1 -11 -55 165 0 0 -462 330 165 0 11 0 ]",144,"+ - - + 0 0 - + + 0 + 0 "
85272,"[ 1 -11 -55 165 0 0 0 0 0 55 -11 0 ]",144,"+ - - + 0 0 0 0 0 + - 0 "
85758,"[ 1 -11 -55 -165 330 462 -462 0 0 55 -11 0 ]",144,"+ - - - + + - 0 0 + - 0 "
86244,"[ 1 -11 -55 -165 330 -462 462 0 0 55 -11 0 ]",144,"+ - - - + - + 0 0 + - 0 "
86529,"[ 1 -11 -55 -165 330 -462 0 330 165 0 11 0 ]",144,"+ - - - + - 0 + + 0 + 0 "
87015,"[ 1 -11 -55 -165 330 0 -462 330 165 0 11 0 ]",144,"+ - - - + 0 - + + 0 + 0 "
87459,"[ 1 -11 -55 -165 330 0 0 0 0 55 -11 0 ]",144,"+ - - - + 0 0 0 0 + - 0 "
87579,"[ 1 -11 -55 -165 -330 462 462 -330 165 -55 0 0 ]",144,"+ - - - - + + - + - 0 0 "
87687,"[ 1 -11 -55 -165 -330 462 462 0 -165 -55 0 0 ]",144,"+ - - - - + + 0 - - 0 0 "
89793,"[ 1 -11 -55 -165 0 462 462 -330 -165 -55 0 0 ]",144,"+ - - - 0 + + - - - 0 0 "
89970,"[ 1 -11 -55 -165 0 462 -462 330 0 55 -11 0 ]",144,"+ - - - 0 + - + 0 + - 0 "
90456,"[ 1 -11 -55 -165 0 -462 462 330 0 55 -11 0 ]",144,"+ - - - 0 - + + 0 + - 0 "
91671,"[ 1 -11 -55 -165 0 0 0 330 0 55 -11 0 ]",144,"+ - - - 0 0 0 + 0 + - 0 "
92184,"[ 1 -11 -55 0 330 462 -462 -330 165 55 -11 0 ]",144,"+ - - 0 + + - - + + - 0 "
92292,"[ 1 -11 -55 0 330 462 -462 0 -165 55 -11 0 ]",144,"+ - - 0 + + - 0 - + - 0 "
92670,"[ 1 -11 -55 0 330 -462 462 -330 165 55 -11 0 ]",144,"+ - - 0 + - + - + + - 0 "
92778,"[ 1 -11 -55 0 330 -462 462 0 -165 55 -11 0 ]",144,"+ - - 0 + - + 0 - + - 0 "
93144,"[ 1 -11 -55 0 330 -462 0 330 0 0 11 0 ]",144,"+ - - 0 + - 0 + 0 0 + 0 "
93630,"[ 1 -11 -55 0 330 0 -462 330 0 0 11 0 ]",144,"+ - - 0 + 0 - + 0 0 + 0 "
93885,"[ 1 -11 -55 0 330 0 0 -330 165 55 -11 0 ]",144,"+ - - 0 + 0 0 - + + - 0 "
93993,"[ 1 -11 -55 0 330 0 0 0 -165 55 -11 0 ]",144,"+ - - 0 + 0 0 0 - + - 0 "
94194,"[ 1 -11 -55 0 -330 462 462 -330 0 -55 0 0 ]",144,"+ - - 0 - + + - 0 - 0 0 "
94290,"[ 1 -11 -55 0 -330 462 -462 330 165 55 -11 0 ]",144,"+ - - 0 - + - + + + - 0 "
94776,"[ 1 -11 -55 0 -330 -462 462 330 165 55 -11 0 ]",144,"+ - - 0 - - + + + + - 0 "
95991,"[ 1 -11 -55 0 -330 0 0 330 165 55 -11 0 ]",144,"+ - - 0 - 0 0 + + + - 0 "
96504,"[ 1 -11 -55 0 0 462 -462 330 -165 55 -11 0 ]",144,"+ - - 0 0 + - + - + - 0 "
96639,"[ 1 -11 -55 0 0 462 -462 0 165 55 -11 0 ]",144,"+ - - 0 0 + - 0 + + - 0 "
96990,"[ 1 -11 -55 0 0 -462 462 330 -165 55 -11 0 ]",144,"+ - - 0 0 - + + - + - 0 "
97125,"[ 1 -11 -55 0 0 -462 462 0 165 55 -11 0 ]",144,"+ - - 0 0 - + 0 + + - 0 "
98205,"[ 1 -11 -55 0 0 0 0 330 -165 55 -11 0 ]",144,"+ - - 0 0 0 0 + - + - 0 "
98340,"[ 1 -11 -55 0 0 0 0 0 165 55 -11 0 ]",144,"+ - - 0 0 0 0 0 + + - 0 "
98817,"[ 1 -11 0 165 330 462 -462 -330 0 0 -11 0 ]",144,"+ - 0 + + + - - 0 0 - 0 "
99303,"[ 1 -11 0 165 330 -462 462 -330 0 0 -11 0 ]",144,"+ - 0 + + - + - 0 0 - 0 "
99669,"[ 1 -11 0 165 330 -462 0 330 -165 -55 11 0 ]",144,"+ - 0 + + - 0 + - - + 0 "
99804,"[ 1 -11 0 165 330 -462 0 0 165 -55 11 0 ]",144,"+ - 0 + + - 0 0 + - + 0 "
100155,"[ 1 -11 0 165 330 0 -462 330 -165 -55 11 0 ]",144,"+ - 0 + + 0 - + - - + 0 "
100290,"[ 1 -11 0 165 330 0 -462 0 165 -55 11 0 ]",144,"+ - 0 + + 0 - 0 + - + 0 "
100518,"[ 1 -11 0 165 330 0 0 -330 0 0 -11 0 ]",144,"+ - 0 + + 0 0 - 0 0 - 0 "
100923,"[ 1 -11 0 165 -330 462 -462 330 0 0 -11 0 ]",144,"+ - 0 + - + - + 0 0 - 0 "
101409,"[ 1 -11 0 165 -330 -462 462 330 0 0 -11 0 ]",144,"+ - 0 + - - + + 0 0 - 0 "
102624,"[ 1 -11 0 165 -330 0 0 330 0 0 -11 0 ]",144,"+ - 0 + - 0 0 + 0 0 - 0 "
103272,"[ 1 -11 0 165 0 462 -462 0 0 0 -11 0 ]",144,"+ - 0 + 0 + - 0 0 0 - 0 "
103758,"[ 1 -11 0 165 0 -462 462 0 0 0 -11 0 ]",144,"+ - 0 + 0 - + 0 0 0 - 0 "
104016,"[ 1 -11 0 165 0 -462 0 330 165 -55 11 0 ]",144,"+ - 0 + 0 - 0 + + - + 0 "
104502,"[ 1 -11 0 165 0 0 -462 330 165 -55 11 0 ]",144,"+ - 0 + 0 0 - + + - + 0 "
104973,"[ 1 -11 0 165 0 0 0 0 0 0 -11 0 ]",144,"+ - 0 + 0 0 0 0 0 0 - 0 "
105459,"[ 1 -11 0 -165 330 462 -462 0 0 0 -11 0 ]",144,"+ - 0 - + + - 0 0 0 - 0 "
105945,"[ 1 -11 0 -165 330 -462 462 0 0 0 -11 0 ]",144,"+ - 0 - + - + 0 0 0 - 0 "
106203,"[ 1 -11 0 -165 330 -462 0 330 165 -55 11 0 ]",144,"+ - 0 - + - 0 + + - + 0 "
106689,"[ 1 -11 0 -165 330 0 -462 330 165 -55 11 0 ]",144,"+ - 0 - + 0 - + + - + 0 "
107160,"[ 1 -11 0 -165 330 0 0 0 0 0 -11 0 ]",144,"+ - 0 - + 0 0 0 0 0 - 0 "
107307,"[ 1 -11 0 -165 -330 462 462 -330 0 55 0 0 ]",144,"+ - 0 - - + + - 0 + 0 0 "
109671,"[ 1 -11 0 -165 0 462 -462 330 0 0 -11 0 ]",144,"+ - 0 - 0 + - + 0 0 - 0 "
110157,"[ 1 -11 0 -165 0 -462 462 330 0 0 -11 0 ]",144,"+ - 0 - 0 - + + 0 0 - 0 "
111372,"[ 1 -11 0 -165 0 0 0 330 0 0 -11 0 ]",144,"+ - 0 - 0 0 0 + 0 0 - 0 "
111885,"[ 1 -11 0 0 330 462 -462 -330 165 0 -11 0 ]",144,"+ - 0 0 + + - - + 0 - 0 "
111993,"[ 1 -11 0 0 330 462 -462 0 -165 0 -11 0 ]",144,"+ - 0 0 + + - 0 - 0 - 0 "
112371,"[ 1 -11 0 0 330 -462 462 -330 165 0 -11 0 ]",144,"+ - 0 0 + - + - + 0 - 0 "
112479,"[ 1 -11 0 0 330 -462 462 0 -165 0 -11 0 ]",144,"+ - 0 0 + - + 0 - 0 - 0 "
112818,"[ 1 -11 0 0 330 -462 0 330 0 -55 11 0 ]",144,"+ - 0 0 + - 0 + 0 - + 0 "
113304,"[ 1 -11 0 0 330 0 -462 330 0 -55 11 0 ]",144,"+ - 0 0 + 0 - + 0 - + 0 "
113586,"[ 1 -11 0 0 330 0 0 -330 165 0 -11 0 ]",144,"+ - 0 0 + 0 0 - + 0 - 0 "
113694,"[ 1 -11 0 0 330 0 0 0 -165 0 -11 0 ]",144,"+ - 0 0 + 0 0 0 - 0 - 0 "
113841,"[ 1 -11 0 0 -330 462 462 -330 -165 55 0 0 ]",144,"+ - 0 0 - + + - - + 0 0 "
113991,"[ 1 -11 0 0 -330 462 -462 330 165 0 -11 0 ]",144,"+ - 0 0 - + - + + 0 - 0 "
114477,"[ 1 -11 0 0 -330 -462 462 330 165 0 -11 0 ]",144,"+ - 0 0 - - + + + 0 - 0 "
115692,"[ 1 -11 0 0 -330 0 0 330 165 0 -11 0 ]",144,"+ - 0 0 - 0 0 + + 0 - 0 "
116205,"[ 1 -11 0 0 0 462 -462 330 -165 0 -11 0 ]",144,"+ - 0 0 0 + - + - 0 - 0 "
116340,"[ 1 -11 0 0 0 462 -462 0 165 0 -11 0 ]",144,"+ - 0 0 0 + - 0 + 0 - 0 "
116691,"[ 1 -11 0 0 0 -462 462 330 -165 0 -11 0 ]",144,"+ - 0 0 0 - + + - 0 - 0 "
116826,"[ 1 -11 0 0 0 -462 462 0 165 0 -11 0 ]",144,"+ - 0 0 0 - + 0 + 0 - 0 "
