Step,Sequence,Sum,Choices
21629,"[ 1 0 45 120 -210 -252 210 120 45 10 0 ]",89,"+ 0 + + - - + + + + 0 "
22457,"[ 1 0 45 0 210 -252 0 120 -45 10 0 ]",89,"+ 0 + 0 + - 0 + - + 0 "
22801,"[ 1 0 45 0 0 252 -210 0 0 0 1 ]",89,"+ 0 + 0 0 + - 0 0 0 + "
23105,"[ 1 0 45 0 0 -252 210 120 -45 10 0 ]",89,"+ 0 + 0 0 - + + - + 0 "
23449,"[ 1 0 45 0 -210 252 0 0 0 0 1 ]",89,"+ 0 + 0 - + 0 0 0 0 + "
24961,"[ 1 0 45 -120 0 252 -210 120 0 0 1 ]",89,"+ 0 + - 0 + - + 0 0 + "
25609,"[ 1 0 45 -120 -210 252 0 120 0 0 1 ]",89,"+ 0 + - - + 0 + 0 0 + "
26849,"[ 1 0 0 120 210 -252 0 0 0 10 0 ]",89,"+ 0 0 + + - 0 0 0 + 0 "
27193,"[ 1 0 0 120 0 252 -210 -120 45 0 1 ]",89,"+ 0 0 + 0 + - - + 0 + "
27497,"[ 1 0 0 120 0 -252 210 0 0 10 0 ]",89,"+ 0 0 + 0 - + 0 0 + 0 "
27841,"[ 1 0 0 120 -210 252 0 -120 45 0 1 ]",89,"+ 0 0 + - + 0 - + 0 + "
28669,"[ 1 0 0 0 210 252 -210 -120 -45 0 1 ]",89,"+ 0 0 0 + + - - - 0 + "
29009,"[ 1 0 0 0 210 -252 0 120 0 10 0 ]",89,"+ 0 0 0 + - 0 + 0 + 0 "
29317,"[ 1 0 0 0 0 252 0 -120 -45 0 1 ]",89,"+ 0 0 0 0 + 0 - - 0 + "
29353,"[ 1 0 0 0 0 252 -210 0 45 0 1 ]",89,"+ 0 0 0 0 + - 0 + 0 + "
29657,"[ 1 0 0 0 0 -252 210 120 0 10 0 ]",89,"+ 0 0 0 0 - + + 0 + 0 "
29965,"[ 1 0 0 0 -210 252 210 -120 -45 0 1 ]",89,"+ 0 0 0 - + + - - 0 + "
30001,"[ 1 0 0 0 -210 252 0 0 45 0 1 ]",89,"+ 0 0 0 - + 0 0 + 0 + "
30829,"[ 1 0 0 -120 210 252 -210 0 -45 0 1 ]",89,"+ 0 0 - + + - 0 - 0 + "
31477,"[ 1 0 0 -120 0 252 0 0 -45 0 1 ]",89,"+ 0 0 - 0 + 0 0 - 0 + "
31513,"[ 1 0 0 -120 0 252 -210 120 45 0 1 ]",89,"+ 0 0 - 0 + - + + 0 + "
32125,"[ 1 0 0 -120 -210 252 210 0 -45 0 1 ]",89,"+ 0 0 - - + + 0 - 0 + "
32161,"[ 1 0 0 -120 -210 252 0 120 45 0 1 ]",89,"+ 0 0 - - + 0 + + 0 + "
33365,"[ 1 0 -45 120 210 -252 210 -120 -45 10 0 ]",89,"+ 0 - + + - + - - + 0 "
33401,"[ 1 0 -45 120 210 -252 0 0 45 10 0 ]",89,"+ 0 - + + - 0 0 + + 0 "
34049,"[ 1 0 -45 120 0 -252 210 0 45 10 0 ]",89,"+ 0 - + 0 - + 0 + + 0 "
35221,"[ 1 0 -45 0 210 252 -210 -120 0 0 1 ]",89,"+ 0 - 0 + + - - 0 0 + "
35525,"[ 1 0 -45 0 210 -252 210 0 -45 10 0 ]",89,"+ 0 - 0 + - + 0 - + 0 "
35561,"[ 1 0 -45 0 210 -252 0 120 45 10 0 ]",89,"+ 0 - 0 + - 0 + + + 0 "
35869,"[ 1 0 -45 0 0 252 0 -120 0 0 1 ]",89,"+ 0 - 0 0 + 0 - 0 0 + "
36209,"[ 1 0 -45 0 0 -252 210 120 45 10 0 ]",89,"+ 0 - 0 0 - + + + + 0 "
36517,"[ 1 0 -45 0 -210 252 210 -120 0 0 1 ]",89,"+ 0 - 0 - + + - 0 0 + "
37381,"[ 1 0 -45 -120 210 252 -210 0 0 0 1 ]",89,"+ 0 - - + + - 0 0 0 + "
37685,"[ 1 0 -45 -120 210 -252 210 120 -45 10 0 ]",89,"+ 0 - - + - + + - + 0 "
38029,"[ 1 0 -45 -120 0 252 0 0 0 0 1 ]",89,"+ 0 - - 0 + 0 0 0 0 + "
38677,"[ 1 0 -45 -120 -210 252 210 0 0 0 1 ]",89,"+ 0 - - - + + 0 0 0 + "
40321,"[ 1 -10 45 120 0 252 -210 -120 0 10 1 ]",89,"+ - + + 0 + - - 0 + + "
40969,"[ 1 -10 45 120 -210 252 0 -120 0 10 1 ]",89,"+ - + + - + 0 - 0 + + "
42481,"[ 1 -10 45 0 0 252 -210 0 0 10 1 ]",89,"+ - + 0 0 + - 0 0 + + "
43129,"[ 1 -10 45 0 -210 252 0 0 0 10 1 ]",89,"+ - + 0 - + 0 0 0 + + "
44641,"[ 1 -10 45 -120 0 252 -210 120 0 10 1 ]",89,"+ - + - 0 + - + 0 + + "
45289,"[ 1 -10 45 -120 -210 252 0 120 0 10 1 ]",89,"+ - + - - + 0 + 0 + + "
46873,"[ 1 -10 0 120 0 252 -210 -120 45 10 1 ]",89,"+ - 0 + 0 + - - + + + "
47521,"[ 1 -10 0 120 -210 252 0 -120 45 10 1 ]",89,"+ - 0 + - + 0 - + + + "
48349,"[ 1 -10 0 0 210 252 -210 -120 -45 10 1 ]",89,"+ - 0 0 + + - - - + + "
48997,"[ 1 -10 0 0 0 252 0 -120 -45 10 1 ]",89,"+ - 0 0 0 + 0 - - + + "
49033,"[ 1 -10 0 0 0 252 -210 0 45 10 1 ]",89,"+ - 0 0 0 + - 0 + + + "
49645,"[ 1 -10 0 0 -210 252 210 -120 -45 10 1 ]",89,"+ - 0 0 - + + - - + + "
49681,"[ 1 -10 0 0 -210 252 0 0 45 10 1 ]",89,"+ - 0 0 - + 0 0 + + + "
50509,"[ 1 -10 0 -120 210 252 -210 0 -45 10 1 ]",89,"+ - 0 - + + - 0 - + + "
51157,"[ 1 -10 0 -120 0 252 0 0 -45 10 1 ]",89,"+ - 0 - 0 + 0 0 - + + "
51193,"[ 1 -10 0 -120 0 252 -210 120 45 10 1 ]",89,"+ - 0 - 0 + - + + + + "
51805,"[ 1 -10 0 -120 -210 252 210 0 -45 10 1 ]",89,"+ - 0 - - + + 0 - + + "
51841,"[ 1 -10 0 -120 -210 252 0 120 45 10 1 ]",89,"+ - 0 - - + 0 + + + + "
53081,"[ 1 -10 -45 120 210 -252 0 120 -45 -10 0 ]",89,"+ - - + + - 0 + - - 0 "
53729,"[ 1 -10 -45 120 0 -252 210 120 -45 -10 0 ]",89,"+ - - + 0 - + + - - 0 "
54901,"[ 1 -10 -45 0 210 252 -210 -120 0 10 1 ]",89,"+ - - 0 + + - - 0 + + "
55549,"[ 1 -10 -45 0 0 252 0 -120 0 10 1 ]",89,"+ - - 0 0 + 0 - 0 + + "
56197,"[ 1 -10 -45 0 -210 252 210 -120 0 10 1 ]",89,"+ - - 0 - + + - 0 + + "
57061,"[ 1 -10 -45 -120 210 252 -210 0 0 10 1 ]",89,"+ - - - + + - 0 0 + + "
57709,"[ 1 -10 -45 -120 0 252 0 0 0 10 1 ]",89,"+ - - - 0 + 0 0 0 + + "
58357,"[ 1 -10 -45 -120 -210 252 210 0 0 10 1 ]",89,"+ - - - - + + 0 0 + + "
59517,"[ 0 10 45 120 210 0 -210 -120 45 -10 -1 ]",89,"0 + + + + 0 - - + - - "
59665,"[ 0 10 45 120 210 -252 0 0 -45 0 1 ]",89,"0 + + + + - 0 0 - 0 + "
59701,"[ 0 10 45 120 210 -252 -210 120 45 0 1 ]",89,"0 + + + + - - + + 0 + "
60165,"[ 0 10 45 120 0 0 0 -120 45 -10 -1 ]",89,"0 + + + 0 0 0 - + - - "
60313,"[ 0 10 45 120 0 -252 210 0 -45 0 1 ]",89,"0 + + + 0 - + 0 - 0 + "
60349,"[ 0 10 45 120 0 -252 0 120 45 0 1 ]",89,"0 + + + 0 - 0 + + 0 + "
60813,"[ 0 10 45 120 -210 0 210 -120 45 -10 -1 ]",89,"0 + + + - 0 + - + - - "
60997,"[ 0 10 45 120 -210 -252 210 120 45 0 1 ]",89,"0 + + + - - + + + 0 + "
61641,"[ 0 10 45 0 210 0 0 -120 -45 -10 -1 ]",89,"0 + + 0 + 0 0 - - - - "
61677,"[ 0 10 45 0 210 0 -210 0 45 -10 -1 ]",89,"0 + + 0 + 0 - 0 + - - "
61825,"[ 0 10 45 0 210 -252 0 120 -45 0 1 ]",89,"0 + + 0 + - 0 + - 0 + "
62289,"[ 0 10 45 0 0 0 210 -120 -45 -10 -1 ]",89,"0 + + 0 0 0 + - - - - "
62325,"[ 0 10 45 0 0 0 0 0 45 -10 -1 ]",89,"0 + + 0 0 0 0 0 + - - "
62473,"[ 0 10 45 0 0 -252 210 120 -45 0 1 ]",89,"0 + + 0 0 - + + - 0 + "
62973,"[ 0 10 45 0 -210 0 210 0 45 -10 -1 ]",89,"0 + + 0 - 0 + 0 + - - "
63801,"[ 0 10 45 -120 210 0 0 0 -45 -10 -1 ]",89,"0 + + - + 0 0 0 - - - "
63837,"[ 0 10 45 -120 210 0 -210 120 45 -10 -1 ]",89,"0 + + - + 0 - + + - - "
64449,"[ 0 10 45 -120 0 0 210 0 -45 -10 -1 ]",89,"0 + + - 0 0 + 0 - - - "
64485,"[ 0 10 45 -120 0 0 0 120 45 -10 -1 ]",89,"0 + + - 0 0 0 + + - - "
65133,"[ 0 10 45 -120 -210 0 210 120 45 -10 -1 ]",89,"0 + + - - 0 + + + - - "
66217,"[ 0 10 0 120 210 -252 0 0 0 0 1 ]",89,"0 + 0 + + - 0 0 0 0 + "
66865,"[ 0 10 0 120 0 -252 210 0 0 0 1 ]",89,"0 + 0 + 0 - + 0 0 0 + "
68193,"[ 0 10 0 0 210 0 0 -120 0 -10 -1 ]",89,"0 + 0 0 + 0 0 - 0 - - "
68377,"[ 0 10 0 0 210 -252 0 120 0 0 1 ]",89,"0 + 0 0 + - 0 + 0 0 + "
68841,"[ 0 10 0 0 0 0 210 -120 0 -10 -1 ]",89,"0 + 0 0 0 0 + - 0 - - "
69025,"[ 0 10 0 0 0 -252 210 120 0 0 1 ]",89,"0 + 0 0 0 - + + 0 0 + "
70353,"[ 0 10 0 -120 210 0 0 0 0 -10 -1 ]",89,"0 + 0 - + 0 0 0 0 - - "
71001,"[ 0 10 0 -120 0 0 210 0 0 -10 -1 ]",89,"0 + 0 - 0 0 + 0 0 - - "
72733,"[ 0 10 -45 120 210 -252 210 -120 -45 0 1 ]",89,"0 + - + + - + - - 0 + "
72769,"[ 0 10 -45 120 210 -252 0 0 45 0 1 ]",89,"0 + - + + - 0 0 + 0 + "
73417,"[ 0 10 -45 120 0 -252 210 0 45 0 1 ]",89,"0 + - + 0 - + 0 + 0 + "
74745,"[ 0 10 -45 0 210 0 0 -120 45 -10 -1 ]",89,"0 + - 0 + 0 0 - + - - "
74893,"[ 0 10 -45 0 210 -252 210 0 -45 0 1 ]",89,"0 + - 0 + - + 0 - 0 + "
74929,"[ 0 10 -45 0 210 -252 0 120 45 0 1 ]",89,"0 + - 0 + - 0 + + 0 + "
75393,"[ 0 10 -45 0 0 0 210 -120 45 -10 -1 ]",89,"0 + - 0 0 0 + - + - - "
75577,"[ 0 10 -45 0 0 -252 210 120 45 0 1 ]",89,"0 + - 0 0 - + + + 0 + "
76869,"[ 0 10 -45 -120 210 0 210 -120 -45 -10 -1 ]",89,"0 + - - + 0 + - - - - "
76905,"[ 0 10 -45 -120 210 0 0 0 45 -10 -1 ]",89,"0 + - - + 0 0 0 + - - "
77053,"[ 0 10 -45 -120 210 -252 210 120 -45 0 1 ]",89,"0 + - - + - + + - 0 + "
77553,"[ 0 10 -45 -120 0 0 210 0 45 -10 -1 ]",89,"0 + - - 0 0 + 0 + - - "
79197,"[ 0 0 45 120 210 0 -210 -120 45 0 -1 ]",89,"0 0 + + + 0 - - + 0 - "
79345,"[ 0 0 45 120 210 -252 0 0 -45 10 1 ]",89,"0 0 + + + - 0 0 - + + "
79381,"[ 0 0 45 120 210 -252 -210 120 45 10 1 ]",89,"0 0 + + + - - + + + + "
79845,"[ 0 0 45 120 0 0 0 -120 45 0 -1 ]",89,"0 0 + + 0 0 0 - + 0 - "
79993,"[ 0 0 45 120 0 -252 210 0 -45 10 1 ]",89,"0 0 + + 0 - + 0 - + + "
80029,"[ 0 0 45 120 0 -252 0 120 45 10 1 ]",89,"0 0 + + 0 - 0 + + + + "
80493,"[ 0 0 45 120 -210 0 210 -120 45 0 -1 ]",89,"0 0 + + - 0 + - + 0 - "
80677,"[ 0 0 45 120 -210 -252 210 120 45 10 1 ]",89,"0 0 + + - - + + + + + "
81321,"[ 0 0 45 0 210 0 0 -120 -45 0 -1 ]",89,"0 0 + 0 + 0 0 - - 0 - "
81357,"[ 0 0 45 0 210 0 -210 0 45 0 -1 ]",89,"0 0 + 0 + 0 - 0 + 0 - "
81505,"[ 0 0 45 0 210 -252 0 120 -45 10 1 ]",89,"0 0 + 0 + - 0 + - + + "
81969,"[ 0 0 45 0 0 0 210 -120 -45 0 -1 ]",89,"0 0 + 0 0 0 + - - 0 - "
82005,"[ 0 0 45 0 0 0 0 0 45 0 -1 ]",89,"0 0 + 0 0 0 0 0 + 0 - "
82153,"[ 0 0 45 0 0 -252 210 120 -45 10 1 ]",89,"0 0 + 0 0 - + + - + + "
82653,"[ 0 0 45 0 -210 0 210 0 45 0 -1 ]",89,"0 0 + 0 - 0 + 0 + 0 - "
83481,"[ 0 0 45 -120 210 0 0 0 -45 0 -1 ]",89,"0 0 + - + 0 0 0 - 0 - "
83517,"[ 0 0 45 -120 210 0 -210 120 45 0 -1 ]",89,"0 0 + - + 0 - + + 0 - "
84129,"[ 0 0 45 -120 0 0 210 0 -45 0 -1 ]",89,"0 0 + - 0 0 + 0 - 0 - "
84165,"[ 0 0 45 -120 0 0 0 120 45 0 -1 ]",89,"0 0 + - 0 0 0 + + 0 - "
84813,"[ 0 0 45 -120 -210 0 210 120 45 0 -1 ]",89,"0 0 + - - 0 + + + 0 - "
85897,"[ 0 0 0 120 210 -252 0 0 0 10 1 ]",89,"0 0 0 + + - 0 0 0 + + "
86545,"[ 0 0 0 120 0 -252 210 0 0 10 1 ]",89,"0 0 0 + 0 - + 0 0 + + "
87873,"[ 0 0 0 0 210 0 0 -120 0 0 -1 ]",89,"0 0 0 0 + 0 0 - 0 0 - "
88057,"[ 0 0 0 0 210 -252 0 120 0 10 1 ]",89,"0 0 0 0 + - 0 + 0 + + "
88521,"[ 0 0 0 0 0 0 210 -120 0 0 -1 ]",89,"0 0 0 0 0 0 + - 0 0 - "
88705,"[ 0 0 0 0 0 -252 210 120 0 10 1 ]",89,"0 0 0 0 0 - + + 0 + + "
90033,"[ 0 0 0 -120 210 0 0 0 0 0 -1 ]",89,"0 0 0 - + 0 0 0 0 0 - "
90681,"[ 0 0 0 -120 0 0 210 0 0 0 -1 ]",89,"0 0 0 - 0 0 + 0 0 0 - "
92413,"[ 0 0 -45 120 210 -252 210 -120 -45 10 1 ]",89,"0 0 - + + - + - - + + "
92449,"[ 0 0 -45 120 210 -252 0 0 45 10 1 ]",89,"0 0 - + + - 0 0 + + + "
93097,"[ 0 0 -45 120 0 -252 210 0 45 10 1 ]",89,"0 0 - + 0 - + 0 + + + "
94425,"[ 0 0 -45 0 210 0 0 -120 45 0 -1 ]",89,"0 0 - 0 + 0 0 - + 0 - "
94573,"[ 0 0 -45 0 210 -252 210 0 -45 10 1 ]",89,"0 0 - 0 + - + 0 - + + "
94609,"[ 0 0 -45 0 210 -252 0 120 45 10 1 ]",89,"0 0 - 0 + - 0 + + + + "
95073,"[ 0 0 -45 0 0 0 210 -120 45 0 -1 ]",89,"0 0 - 0 0 0 + - + 0 - "
95257,"[ 0 0 -45 0 0 -252 210 120 45 10 1 ]",89,"0 0 - 0 0 - + + + + + "
96549,"[ 0 0 -45 -120 210 0 210 -120 -45 0 -1 ]",89,"0 0 - - + 0 + - - 0 - "
96585,"[ 0 0 -45 -120 210 0 0 0 45 0 -1 ]",89,"0 0 - - + 0 0 0 + 0 - "
96733,"[ 0 0 -45 -120 210 -252 210 120 -45 10 1 ]",89,"0 0 - - + - + + - + + "
97233,"[ 0 0 -45 -120 0 0 210 0 45 0 -1 ]",89,"0 0 - - 0 0 + 0 + 0 - "
98877,"[ 0 -10 45 120 210 0 -210 -120 45 10 -1 ]",89,"0 - + + + 0 - - + + - "
99525,"[ 0 -10 45 120 0 0 0 -120 45 10 -1 ]",89,"0 - + + 0 0 0 - + + - "
100173,"[ 0 -10 45 120 -210 0 210 -120 45 10 -1 ]",89,"0 - + + - 0 + - + + - "
101001,"[ 0 -10 45 0 210 0 0 -120 -45 10 -1 ]",89,"0 - + 0 + 0 0 - - + - "
101037,"[ 0 -10 45 0 210 0 -210 0 45 10 -1 ]",89,"0 - + 0 + 0 - 0 + + - "
101649,"[ 0 -10 45 0 0 0 210 -120 -45 10 -1 ]",89,"0 - + 0 0 0 + - - + - "
101685,"[ 0 -10 45 0 0 0 0 0 45 10 -1 ]",89,"0 - + 0 0 0 0 0 + + - "
102333,"[ 0 -10 45 0 -210 0 210 0 45 10 -1 ]",89,"0 - + 0 - 0 + 0 + + - "
103161,"[ 0 -10 45 -120 210 0 0 0 -45 10 -1 ]",89,"0 - + - + 0 0 0 - + - "
103197,"[ 0 -10 45 -120 210 0 -210 120 45 10 -1 ]",89,"0 - + - + 0 - + + + - "
103809,"[ 0 -10 45 -120 0 0 210 0 -45 10 -1 ]",89,"0 - + - 0 0 + 0 - + - "
103845,"[ 0 -10 45 -120 0 0 0 120 45 10 -1 ]",89,"0 - + - 0 0 0 + + + - "
104493,"[ 0 -10 45 -120 -210 0 210 120 45 10 -1 ]",89,"0 - + - - 0 + + + + - "
107553,"[ 0 -10 0 0 210 0 0 -120 0 10 -1 ]",89,"0 - 0 0 + 0 0 - 0 + - "
108201,"[ 0 -10 0 0 0 0 210 -120 0 10 -1 ]",89,"0 - 0 0 0 0 + - 0 + - "
109713,"[ 0 -10 0 -120 210 0 0 0 0 10 -1 ]",89,"0 - 0 - + 0 0 0 0 + - "
110361,"[ 0 -10 0 -120 0 0 210 0 0 10 -1 ]",89,"0 - 0 - 0 0 + 0 0 + - "
112129,"[ 0 -10 -45 120 210 -252 0 120 -45 -10 1 ]",89,"0 - - + + - 0 + - - + "
112777,"[ 0 -10 -45 120 0 -252 210 120 -45 -10 1 ]",89,"0 - - + 0 - + + - - + "
114105,"[ 0 -10 -45 0 210 0 0 -120 45 10 -1 ]",89,"0 - - 0 + 0 0 - + + - "
114753,"[ 0 -10 -45 0 0 0 210 -120 45 10 -1 ]",89,"0 - - 0 0 0 + - + + - "
116229,"[ 0 -10 -45 -120 210 0 210 -120 -45 10 -1 ]",89,"0 - - - + 0 + - - + - "
116265,"[ 0 -10 -45 -120 210 0 0 0 45 10 -1 ]",89,"0 - - - + 0 0 0 + + - "
116913,"[ 0 -10 -45 -120 0 0 210 0 45 10 -1 ]",89,"0 - - - 0 0 + 0 + + - "
118565,"[ -1 10 45 120 210 0 -210 -120 45 -10 0 ]",89,"- + + + + 0 - - + - 0 "
119213,"[ -1 10 45 120 0 0 0 -120 45 -10 0 ]",89,"- + + + 0 0 0 - + - 0 "
119861,"[ -1 10 45 120 -210 0 210 -120 45 -10 0 ]",89,"- + + + - 0 + - + - 0 "
120689,"[ -1 10 45 0 210 0 0 -120 -45 -10 0 ]",89,"- + + 0 + 0 0 - - - 0 "
120725,"[ -1 10 45 0 210 0 -210 0 45 -10 0 ]",89,"- + + 0 + 0 - 0 + - 0 "
121337,"[ -1 10 45 0 0 0 210 -120 -45 -10 0 ]",89,"- + + 0 0 0 + - - - 0 "
121373,"[ -1 10 45 0 0 0 0 0 45 -10 0 ]",89,"- + + 0 0 0 0 0 + - 0 "
122021,"[ -1 10 45 0 -210 0 210 0 45 -10 0 ]",89,"- + + 0 - 0 + 0 + - 0 "
122849,"[ -1 10 45 -120 210 0 0 0 -45 -10 0 ]",89,"- + + - + 0 0 0 - - 0 "
122885,"[ -1 10 45 -120 210 0 -210 120 45 -10 0 ]",89,"- + + - + 0 - + + - 0 "
123497,"[ -1 10 45 -120 0 0 210 0 -45 -10 0 ]",89,"- + + - 0 0 + 0 - - 0 "
123533,"[ -1 10 45 -120 0 0 0 120 45 -10 0 ]",89,"- + + - 0 0 0 + + - 0 "
124181,"[ -1 10 45 -120 -210 0 210 120 45 -10 0 ]",89,"- + + - - 0 + + + - 0 "
127241,"[ -1 10 0 0 210 0 0 -120 0 -10 0 ]",89,"- + 0 0 + 0 0 - 0 - 0 "
127889,"[ -1 10 0 0 0 0 210 -120 0 -10 0 ]",89,"- + 0 0 0 0 + - 0 - 0 "
129401,"[ -1 10 0 -120 210 0 0 0 0 -10 0 ]",89,"- + 0 - + 0 0 0 0 - 0 "
130049,"[ -1 10 0 -120 0 0 210 0 0 -10 0 ]",89,"- + 0 - 0 0 + 0 0 - 0 "
133793,"[ -1 10 -45 0 210 0 0 -120 45 -10 0 ]",89,"- + - 0 + 0 0 - + - 0 "
134441,"[ -1 10 -45 0 0 0 210 -120 45 -10 0 ]",89,"- + - 0 0 0 + - + - 0 "
135917,"[ -1 10 -45 -120 210 0 210 -120 -45 -10 0 ]",89,"- + - - + 0 + - - - 0 "
135953,"[ -1 10 -45 -120 210 0 0 0 45 -10 0 ]",89,"- + - - + 0 0 0 + - 0 "
136601,"[ -1 10 -45 -120 0 0 210 0 45 -10 0 ]",89,"- + - - 0 0 + 0 + - 0 "
138245,"[ -1 0 45 120 210 0 -210 -120 45 0 0 ]",89,"- 0 + + + 0 - - + 0 0 "
138893,"[ -1 0 45 120 0 0 0 -120 45 0 0 ]",89,"- 0 + + 0 0 0 - + 0 0 "
139541,"[ -1 0 45 120 -210 0 210 -120 45 0 0 ]",89,"- 0 + + - 0 + - + 0 0 "
140369,"[ -1 0 45 0 210 0 0 -120 -45 0 0 ]",89,"- 0 + 0 + 0 0 - - 0 0 "
140405,"[ -1 0 45 0 210 0 -210 0 45 0 0 ]",89,"- 0 + 0 + 0 - 0 + 0 0 "
141017,"[ -1 0 45 0 0 0 210 -120 -45 0 0 ]",89,"- 0 + 0 0 0 + - - 0 0 "
141053,"[ -1 0 45 0 0 0 0 0 45 0 0 ]",89,"- 0 + 0 0 0 0 0 + 0 0 "
