Step,Sequence,Sum,Choices
21475,"[ 0 9 36 -84 0 0 84 0 9 1 ]",55,"0 + + - 0 0 + 0 + + "
21637,"[ 0 9 36 -84 -126 126 84 0 9 1 ]",55,"0 + + - - + + 0 + + "
22087,"[ 0 9 0 84 126 -126 -84 36 9 1 ]",55,"0 + 0 + + - - + + + "
22249,"[ 0 9 0 84 0 0 -84 36 9 1 ]",55,"0 + 0 + 0 0 - + + + "
22411,"[ 0 9 0 84 -126 126 -84 36 9 1 ]",55,"0 + 0 + - + - + + + "
22789,"[ 0 9 0 0 126 -126 0 36 9 1 ]",55,"0 + 0 0 + - 0 + + + "
22951,"[ 0 9 0 0 0 0 0 36 9 1 ]",55,"0 + 0 0 0 0 0 + + + "
23113,"[ 0 9 0 0 -126 126 0 36 9 1 ]",55,"0 + 0 0 - + 0 + + + "
23491,"[ 0 9 0 -84 126 -126 84 36 9 1 ]",55,"0 + 0 - + - + + + + "
23653,"[ 0 9 0 -84 0 0 84 36 9 1 ]",55,"0 + 0 - 0 0 + + + + "
23815,"[ 0 9 0 -84 -126 126 84 36 9 1 ]",55,"0 + 0 - - + + + + + "
24217,"[ 0 9 -36 84 126 0 -84 -36 -9 1 ]",55,"0 + - + + 0 - - - + "
24379,"[ 0 9 -36 84 0 126 -84 -36 -9 1 ]",55,"0 + - + 0 + - - - + "
24919,"[ 0 9 -36 0 126 0 0 -36 -9 1 ]",55,"0 + - 0 + 0 0 - - + "
25081,"[ 0 9 -36 0 0 126 0 -36 -9 1 ]",55,"0 + - 0 0 + 0 - - + "
25621,"[ 0 9 -36 -84 126 0 84 -36 -9 1 ]",55,"0 + - - + 0 + - - + "
25783,"[ 0 9 -36 -84 0 126 84 -36 -9 1 ]",55,"0 + - - 0 + + - - + "
30775,"[ 0 0 -36 84 126 0 -84 -36 0 1 ]",55,"0 0 - + + 0 - - 0 + "
30937,"[ 0 0 -36 84 0 126 -84 -36 0 1 ]",55,"0 0 - + 0 + - - 0 + "
31477,"[ 0 0 -36 0 126 0 0 -36 0 1 ]",55,"0 0 - 0 + 0 0 - 0 + "
31639,"[ 0 0 -36 0 0 126 0 -36 0 1 ]",55,"0 0 - 0 0 + 0 - 0 + "
32179,"[ 0 0 -36 -84 126 0 84 -36 0 1 ]",55,"0 0 - - + 0 + - 0 + "
32341,"[ 0 0 -36 -84 0 126 84 -36 0 1 ]",55,"0 0 - - 0 + + - 0 + "
33028,"[ 0 -9 36 84 126 -126 -84 36 -9 1 ]",55,"0 - + + + - - + - + "
33190,"[ 0 -9 36 84 0 0 -84 36 -9 1 ]",55,"0 - + + 0 0 - + - + "
33352,"[ 0 -9 36 84 -126 126 -84 36 -9 1 ]",55,"0 - + + - + - + - + "
33730,"[ 0 -9 36 0 126 -126 0 36 -9 1 ]",55,"0 - + 0 + - 0 + - + "
33892,"[ 0 -9 36 0 0 0 0 36 -9 1 ]",55,"0 - + 0 0 0 0 + - + "
34054,"[ 0 -9 36 0 -126 126 0 36 -9 1 ]",55,"0 - + 0 - + 0 + - + "
34432,"[ 0 -9 36 -84 126 -126 84 36 -9 1 ]",55,"0 - + - + - + + - + "
34594,"[ 0 -9 36 -84 0 0 84 36 -9 1 ]",55,"0 - + - 0 0 + + - + "
34756,"[ 0 -9 36 -84 -126 126 84 36 -9 1 ]",55,"0 - + - - + + + - + "
37333,"[ 0 -9 -36 84 126 0 -84 -36 9 1 ]",55,"0 - - + + 0 - - + + "
37495,"[ 0 -9 -36 84 0 126 -84 -36 9 1 ]",55,"0 - - + 0 + - - + + "
38035,"[ 0 -9 -36 0 126 0 0 -36 9 1 ]",55,"0 - - 0 + 0 0 - + + "
38197,"[ 0 -9 -36 0 0 126 0 -36 9 1 ]",55,"0 - - 0 0 + 0 - + + "
38737,"[ 0 -9 -36 -84 126 0 84 -36 9 1 ]",55,"0 - - - + 0 + - + + "
38899,"[ 0 -9 -36 -84 0 126 84 -36 9 1 ]",55,"0 - - - 0 + + - + + "
41766,"[ -1 9 0 84 126 -126 0 -36 0 -1 ]",55,"- + 0 + + - 0 - 0 - "
41928,"[ -1 9 0 84 0 0 0 -36 0 -1 ]",55,"- + 0 + 0 0 0 - 0 - "
42090,"[ -1 9 0 84 -126 126 0 -36 0 -1 ]",55,"- + 0 + - + 0 - 0 - "
42468,"[ -1 9 0 0 126 -126 84 -36 0 -1 ]",55,"- + 0 0 + - + - 0 - "
42630,"[ -1 9 0 0 0 0 84 -36 0 -1 ]",55,"- + 0 0 0 0 + - 0 - "
42792,"[ -1 9 0 0 -126 126 84 -36 0 -1 ]",55,"- + 0 0 - + + - 0 - "
43089,"[ -1 9 0 -84 126 126 -84 -36 0 -1 ]",55,"- + 0 - + + - - 0 - "
43944,"[ -1 9 -36 84 126 -126 0 0 0 -1 ]",55,"- + - + + - 0 0 0 - "
44106,"[ -1 9 -36 84 0 0 0 0 0 -1 ]",55,"- + - + 0 0 0 0 0 - "
44268,"[ -1 9 -36 84 -126 126 0 0 0 -1 ]",55,"- + - + - + 0 0 0 - "
44646,"[ -1 9 -36 0 126 -126 84 0 0 -1 ]",55,"- + - 0 + - + 0 0 - "
44808,"[ -1 9 -36 0 0 0 84 0 0 -1 ]",55,"- + - 0 0 0 + 0 0 - "
44970,"[ -1 9 -36 0 -126 126 84 0 0 -1 ]",55,"- + - 0 - + + 0 0 - "
45267,"[ -1 9 -36 -84 126 126 -84 0 0 -1 ]",55,"- + - - + + - 0 0 - "
48324,"[ -1 0 0 84 126 -126 0 -36 9 -1 ]",55,"- 0 0 + + - 0 - + - "
48486,"[ -1 0 0 84 0 0 0 -36 9 -1 ]",55,"- 0 0 + 0 0 0 - + - "
48648,"[ -1 0 0 84 -126 126 0 -36 9 -1 ]",55,"- 0 0 + - + 0 - + - "
49026,"[ -1 0 0 0 126 -126 84 -36 9 -1 ]",55,"- 0 0 0 + - + - + - "
49188,"[ -1 0 0 0 0 0 84 -36 9 -1 ]",55,"- 0 0 0 0 0 + - + - "
49350,"[ -1 0 0 0 -126 126 84 -36 9 -1 ]",55,"- 0 0 0 - + + - + - "
49647,"[ -1 0 0 -84 126 126 -84 -36 9 -1 ]",55,"- 0 0 - + + - - + - "
50502,"[ -1 0 -36 84 126 -126 0 0 9 -1 ]",55,"- 0 - + + - 0 0 + - "
50664,"[ -1 0 -36 84 0 0 0 0 9 -1 ]",55,"- 0 - + 0 0 0 0 + - "
50826,"[ -1 0 -36 84 -126 126 0 0 9 -1 ]",55,"- 0 - + - + 0 0 + - "
51204,"[ -1 0 -36 0 126 -126 84 0 9 -1 ]",55,"- 0 - 0 + - + 0 + - "
51366,"[ -1 0 -36 0 0 0 84 0 9 -1 ]",55,"- 0 - 0 0 0 + 0 + - "
51528,"[ -1 0 -36 0 -126 126 84 0 9 -1 ]",55,"- 0 - 0 - + + 0 + - "
51825,"[ -1 0 -36 -84 126 126 -84 0 9 -1 ]",55,"- 0 - - + + - 0 + - "
